Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	Organism.Name	SetID	No of files in set	TaxID	Size.Mb.	Actual.Size	GC.	Scaffolds	Assembly.Accession
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	uncultured Rothia sp.	MGYG-HGUT-03124	uncultured Rothia sp.	SET_2689	2	316088	1.81426	1814262	62.1	7	GCA_902482745.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	GBGD48	Escherichia coli	SET_2690	2	562	5.23198	5231985	50.6	312	GCA_003858795.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	G48	Escherichia coli	SET_2690	2	562	5.23198	5231985	50.6	312	GCA_009822855.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	uncultured Granulicatella sp.	UMGS118	uncultured Granulicatella sp.	SET_2691	2	316089	1.70488	1704884	39.3	37	GCA_900539315.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured Streptococcus sp.	MGYG-HGUT-02839	uncultured Streptococcus sp.	SET_2691	2	83427	1.70488	1704884	39.3	37	GCA_902479935.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	uncultured Butyricimonas sp.	HGM05315	uncultured Butyricimonas sp.	SET_2692	2	1268785	5.33416	5334161	44.5	553	GCA_900759925.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	uncultured Butyricimonas sp.	MGYG-HGUT-03203	uncultured Butyricimonas sp.	SET_2692	2	1268785	5.33416	5334161	44.5	553	GCA_902483555.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp. E4742	E4742	Escherichia sp. E4742	SET_2693	2	2044467	5.12075	5120753	50.7	1	GCA_005843885.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp. E4742	E4742	Escherichia sp. E4742	SET_2693	2	2044467	5.12075	5120753	50.7	1	GCA_005781185.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	171608/5	Staphylococcus aureus	SET_2694	2	1280	2.81665	2816651	32.8	312	GCA_933217695.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	171608/2	Staphylococcus aureus	SET_2694	2	1280	2.81665	2816651	32.8	312	GCA_936275985.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. BSD2780061688st1 E8	BSD2780061688st1_E8	Clostridium sp. BSD2780061688st1 E8	SET_2695	2	2559704	2.67147	2671468	57	15	GCA_005845105.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. BSD2780061688b_171218_E8	BSD2780061688b_171218_E8	Clostridium sp. BSD2780061688b_171218_E8	SET_2695	2	2787146	2.67147	2671468	57	15	GCA_015557495.1
Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Rubrivivax	Rubrivivax sp.	AMR_MDS_0079	Rubrivivax sp.	SET_2696	2	50259	5.29977	5299772	70	165	GCA_035325025.1
Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Rubrivivax	Rubrivivax sp.	CTOTU2301	Rubrivivax sp.	SET_2696	2	50259	5.29977	5299772	70	165	GCA_036724445.1
Bacteria							bacterium	AMR_MDS_3592	bacterium	SET_2697	2	1869227	4.43156	4431564	52.3	36	GCA_035393445.1
Bacteria							bacterium	CTOTU18557	bacterium	SET_2697	2	1869227	4.43156	4431564	52.3	36	GCA_036825275.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas dhakensis	CECT 7289	Aeromonas dhakensis	SET_2699	2	196024	4.69234	4692336	61.9	78	GCA_000819705.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas dhakensis	ena-yuan-GCF_000819705.1	Aeromonas dhakensis	SET_2699	2	196024	4.69234	4692336	61.9	78	GCA_963866635.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	EC171	Escherichia coli	SET_2700	2	562	5.1036	5103600	50.5	98	GCA_014235825.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	ZWEC171	Escherichia coli	SET_2700	2	562	5.1036	5103600	50.5	98	GCA_018862635.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	BVH47	Aeromonas veronii	SET_2702	2	654	4.63956	4639561	58.9	108	GCA_006246355.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	ena-yuan-GCF_006246355.1	Aeromonas veronii	SET_2702	2	654	4.63956	4639561	58.9	108	GCA_963883005.1
Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeocapsopsis	Gloeocapsopsis dulcis	AAB1	Gloeocapsopsis dulcis AAB1 = 1H9	SET_2703	2	1433147	5.44357	5443570	42.4	137	GCA_002964865.1
Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeocapsopsis	Gloeocapsopsis dulcis	ena-yuan-GCF_002964865.1	Gloeocapsopsis dulcis AAB1 = 1H9	SET_2703	2	1433147	5.44357	5443570	42.4	137	GCA_963877155.1
Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Methylomusa	Methylomusa anaerophila	AMR_MDS_0014	Methylomusa anaerophila	SET_2704	2	1930071	4.3909	4390904	46.4	41	GCA_035326285.1
Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Methylomusa	Methylomusa anaerophila	CTOTU66	Methylomusa anaerophila	SET_2704	2	1930071	4.3909	4390904	46.4	41	GCA_036737835.1
Bacteria	Bacillati	Actinomycetota	Acidimicrobiia				Acidimicrobiia bacterium	AMR_MDS_0228	Acidimicrobiia bacterium	SET_2707	2	2080302	1.66929	1669289	46.1	126	GCA_035329685.1
Bacteria	Bacillati	Actinomycetota					Actinomycetota bacterium	CTOTU2450	Actinomycetota bacterium	SET_2707	2	2900548	1.66929	1669289	46.1	126	GCA_036746635.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	CECT 838	Aeromonas caviae	SET_2709	2	648	4.4714	4471402	61.7	111	GCA_000819785.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	ena-yuan-GCF_000819785.1	Aeromonas caviae	SET_2709	2	648	4.4714	4471402	61.7	111	GCA_963867205.1
Bacteria	Pseudomonadati	Fibrobacterota	Fibrobacteria				Fibrobacteria bacterium AD111	AD111	Fibrobacteria bacterium AD111	SET_2711	2	1705391	3.60217	3602172	50.2	189	GCA_001462315.1
Bacteria	Pseudomonadati	Fibrobacterota	Fibrobacteria	Fibrobacterales			Fibrobacterales bacterium Fibro_03	Fibro_03	Fibrobacterales bacterium Fibro_03	SET_2711	2	1674901	3.60217	3602172	50.2	189	GCA_001603925.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		Lachnospiraceae bacterium	HGM12498	Lachnospiraceae bacterium	SET_2712	2	1898203	2.6527	2652700	40.5	187	GCA_900765975.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		uncultured Lachnospiraceae bacterium	MGYG-HGUT-03354	uncultured Lachnospiraceae bacterium	SET_2712	2	297314	2.6527	2652700	40.5	187	GCA_902487565.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	UMGS844	uncultured Collinsella sp.	SET_2713	2	165190	1.90158	1901577	60.2	202	GCA_900545995.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	MGYG-HGUT-03031	uncultured Collinsella sp.	SET_2713	2	165190	1.90158	1901577	60.2	202	GCA_902481815.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	UMGS1190	uncultured Collinsella sp.	SET_2714	2	165190	1.90892	1908924	59.7	185	GCA_900549455.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	MGYG-HGUT-03030	uncultured Collinsella sp.	SET_2714	2	165190	1.90892	1908924	59.7	185	GCA_902481805.1
Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas denitrificans	AMR_MDS_5727	Comamonas denitrificans	SET_2715	2	117506	2.33342	2333419	61	277	GCA_035435565.1
Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae		Burkholderiaceae bacterium	CTOTU45664	Burkholderiaceae bacterium	SET_2715	2	2030806	2.33342	2333419	61	277	GCA_036756645.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	TzEc080	Escherichia coli	SET_2716	2	562	4.87689	4876886	50.5	79	GCA_009765585.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	8374wA11	Escherichia coli	SET_2716	2	562	4.87689	4876886	50.5	79	GCA_009767695.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. CGR2	CGR2	Microbacterium sp. CGR2	SET_2718	2	1805820	3.96873	3968731	67.2	4	GCA_003626735.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. ISL-108	ISL-108	Microbacterium sp. ISL-108	SET_2718	2	2819158	3.96873	3968731	67.2	4	GCA_018613975.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	NE	Listeria monocytogenes	SET_2720	2	1639	2.90466	2904662	38	1	GCA_000600015.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	LL195	Listeria monocytogenes serotype 4b str. LL195	SET_2720	2	1230340	2.90466	2904662	38	1	GCA_000318055.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	JC50	Alistipes senegalensis JC50	SET_2721	2	1033732	4.01761	4017609	58.3	6	GCA_000312145.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	MGYG-HGUT-01420	Alistipes senegalensis	SET_2721	2	1288121	4.01761	4017609	58.3	6	GCA_902374845.1
Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	Ileibacterium valens	extra-SRR7762558.46_1677802213	Ileibacterium valens	SET_2722	2	1862668	2.35377	2353773	40.5	186	GCA_949546945.1
Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	Ileibacterium valens	extra-SRR7761320.43_1677801451	Ileibacterium valens	SET_2722	2	1862668	2.35377	2353773	40.5	186	GCA_949551815.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	CBA7135	Hafnia alvei	SET_2723	2	569	4.49896	4498956	48.9	1	GCA_003253795.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	MGYG-HGUT-02508	Hafnia alvei	SET_2723	2	569	4.49896	4498956	48.9	1	GCA_902387815.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	uncultured Bilophila sp.	extra-SRR7761333.39_1677801570	uncultured Bilophila sp.	SET_2724	2	529385	2.553	2553004	61.3	56	GCA_949525935.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	uncultured Bilophila sp.	extra-SRR7762559.39_1677802225	uncultured Bilophila sp.	SET_2724	2	529385	2.553	2553004	61.3	56	GCA_949538105.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales			uncultured Eubacteriales bacterium	extra-SRR7761326.42_1677801497	uncultured Eubacteriales bacterium	SET_2725	2	172733	1.15333	1153332	49.2	22	GCA_949542365.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales			uncultured Eubacteriales bacterium	extra-SRR7762552.42_1677801603	uncultured Eubacteriales bacterium	SET_2725	2	172733	1.15333	1153332	49.2	22	GCA_949547985.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea sp.	AMR_MDS_0080	Anaerolinea sp.	SET_2726	2	1872519	4.1215	4121504	60.7	1106	GCA_035325045.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea sp.	CTOTU2302	Anaerolinea sp.	SET_2726	2	1872519	4.1215	4121504	60.7	1106	GCA_036734325.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus sp. S10-54	S10-54	Photorhabdus sp. S10-54	SET_2728	2	2029684	5.31437	5314371	42.4	197	GCA_003287585.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus sp. S10-54	ena-yuan-GCF_003287585.1	Photorhabdus sp. S10-54	SET_2728	2	2029684	5.31437	5314371	42.4	197	GCA_963878145.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus phocaensis	mt24	Paenibacillus phocaensis	SET_2729	2	1776378	5.51511	5515107	53.5	39	GCA_900021165.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus phocaensis	MGYG-HGUT-01535	Paenibacillus phocaensis	SET_2729	2	1776378	5.51511	5515107	53.5	39	GCA_902375905.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus budapestensis	DSM 16342	Xenorhabdus budapestensis	SET_2730	2	290110	4.31385	4313848	43.1	173	GCA_002632465.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus budapestensis	ena-yuan-GCF_002632465.1	Xenorhabdus budapestensis	SET_2730	2	290110	4.31385	4313848	43.1	173	GCA_963875625.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. LYSM12	LYSM12	Streptococcus sp. LYSM12	SET_2733	2	2558276	2.42525	2425255	40.8	98	GCA_004569635.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. 19428wC2_LYSM12	19428wC2_LYSM12	Streptococcus sp. 19428wC2_LYSM12	SET_2733	2	2782470	2.42525	2425255	40.8	98	GCA_015235265.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum	MGYG-HGUT-02355	Clostridium botulinum	SET_2734	2	1491	3.80826	3808262	28	11	GCA_902386235.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum	A2 117	Clostridium botulinum A2 117	SET_2734	2	1378091	3.80826	3808262	28	11	GCA_000711055.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	YGMCC0556	Bifidobacterium longum	SET_2736	2	216816	2.4962	2496197	59.6	51	GCA_033659045.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	YGMCC0770	Bifidobacterium longum	SET_2736	2	216816	2.4962	2496197	59.6	51	GCA_033659465.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	YGMCC0230	Bifidobacterium longum	SET_2737	2	216816	2.36145	2361455	59.8	1	GCA_034051595.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	YGMCC0228	Bifidobacterium longum	SET_2737	2	216816	2.36145	2361455	59.8	1	GCA_034052395.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	HAMBI_1972	Aeromonas caviae	SET_2740	2	648	4.46325	4463252	61.8	51	GCA_003350165.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	ena-yuan-GCF_003350165.1	Aeromonas caviae	SET_2740	2	648	4.46325	4463252	61.8	51	GCA_963879285.1
Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	Ghana-051	Treponema pallidum subsp. pertenue	SET_2741	2	168	1.13958	1139577	52.8	1	GCA_002271195.1
Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	CDC 2575	Treponema pallidum subsp. pertenue	SET_2741	2	168	1.13958	1139577	52.8	1	GCA_002271235.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas gadei	ATCC BAA-286	Dysgonomonas gadei ATCC BAA-286	SET_2742	2	742766	5.17609	5176087	39.6	25	GCA_000213555.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas gadei	MGYG-HGUT-01376	Dysgonomonas gadei	SET_2742	2	156974	5.17609	5176087	39.6	25	GCA_902374305.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales			Anaerolineales bacterium	AMR_MDS_0718	Anaerolineales bacterium	SET_2743	2	2073117	4.0347	4034695	51.2	232	GCA_035337735.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales			Anaerolineales bacterium	CTOTU8901	Anaerolineales bacterium	SET_2743	2	2073117	4.0347	4034695	51.2	232	GCA_036722635.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. MB02u-7	MB02u-7	Colwellia sp. MB02u-7	SET_2744	2	2759814	4.50759	4507587	37.3	219	GCA_014076905.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. MB02u-7	ena-yuan-GCF_014076905.1	Colwellia sp. MB02u-7	SET_2744	2	2759814	4.50759	4507587	37.3	219	GCA_963889665.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae		Pelagibacteraceae bacterium AG-325-F13	AG-325-F13	Pelagibacteraceae bacterium AG-325-F13	SET_2746	2	2162026	0.894461	894461	29.2	47	GCA_003282905.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae		uncultured Pelagibacteraceae bacterium	AG-325-F13	uncultured Pelagibacteraceae bacterium	SET_2746	2	1667051	0.894461	894461	29.2	47	GCA_902515605.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		uncultured Porphyromonadaceae bacterium	UMGS112	uncultured Porphyromonadaceae bacterium	SET_2748	2	348578	2.37268	2372676	53	85	GCA_900539245.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		uncultured Porphyromonadaceae bacterium	MGYG-HGUT-03158	uncultured Porphyromonadaceae bacterium	SET_2748	2	348578	2.37268	2372676	53	85	GCA_902483055.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis	DSM 17244	Anaerofustis stercorihominis DSM 17244	SET_2749	2	445971	2.2847	2284703	33.3	5	GCA_000154825.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis	MGYG-HGUT-01305	Anaerofustis stercorihominis	SET_2749	2	214853	2.2847	2284703	33.3	5	GCA_902373745.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus sp. G4468	G4468	Proteus sp. G4468	SET_2752	2	2698869	3.743	3743002	39.7	428	GCA_010287895.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus sp. G4468	ena-yuan-GCF_010287895.1	Proteus sp. G4468	SET_2752	2	2698869	3.743	3743002	39.7	428	GCA_963887785.1
Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella jalaludinii	2789STDY5608828	Mitsuokella jalaludinii	SET_2753	2	187979	2.39516	2395159	58.2	46	GCA_001404615.1
Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella jalaludinii	MGYG-HGUT-00027	Mitsuokella jalaludinii	SET_2753	2	187979	2.39516	2395159	58.2	46	GCA_902362545.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp.	AMR_MDS_0061	Bradyrhizobium sp.	SET_2755	2	376	6.04214	6042145	63.9	248	GCA_035325405.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp.	CTOTU2283	Bradyrhizobium sp.	SET_2755	2	376	6.04214	6042145	63.9	248	GCA_036735945.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		Porphyromonadaceae bacterium UBA7145	extra-SRR7762564.9_1677802268	Porphyromonadaceae bacterium UBA7145	SET_2756	2	1952649	2.03524	2035238	52.8	222	GCA_949487025.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		Porphyromonadaceae bacterium UBA7145	extra-SRR7761324.1_1677801477	Porphyromonadaceae bacterium UBA7145	SET_2756	2	1952649	2.03524	2035238	52.8	222	GCA_949550575.1
Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanosarcinales			ANME-2 cluster archaeon	8MPa	ANME-2 cluster archaeon	SET_2758	2	2056317	3.25932	3259324	42.9	124	GCA_014237495.1
Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanosarcinales			ANME-2 cluster archaeon	LMO1	ANME-2 cluster archaeon	SET_2758	2	2056317	3.25932	3259324	42.9	124	GCA_028286225.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae				Anaerolineae bacterium	AMR_MDS_0160	Anaerolineae bacterium	SET_2759	2	2052143	6.72513	6725125	56.5	1477	GCA_035327245.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae				Anaerolineae bacterium	CTOTU2382	Anaerolineae bacterium	SET_2759	2	2052143	6.72513	6725125	56.5	1477	GCA_036826455.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	HGM04276	uncultured Collinsella sp.	SET_2761	2	165190	2.11769	2117693	60.2	54	GCA_900762355.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	MGYG-HGUT-03274	uncultured Collinsella sp.	SET_2761	2	165190	2.11769	2117693	60.2	54	GCA_902484255.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. L_1B5_3	L_1B5_3	Aeromonas sp. L_1B5_3	SET_2763	2	1588629	4.84067	4840667	58.7	182	GCA_000836735.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. L_1B5_3	ena-yuan-GCF_000836735.1	Aeromonas sp. L_1B5_3	SET_2763	2	1588629	4.84067	4840667	58.7	182	GCA_963866575.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii	119/84	Yersinia kristensenii	SET_2764	5	28152	4.7713	4771304	47.5	56	GCA_001153365.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii	MGYG-HGUT-02461	Yersinia kristensenii	SET_2764	5	28152	4.7713	4771304	47.5	56	GCA_902387365.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii	ena-yuan-GCF_001153365.1	Yersinia kristensenii	SET_2764	5	28152	4.7713	4771304	47.5	56	GCA_963866135.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii	ena-yuan-GCF_902387365.1	Yersinia kristensenii	SET_2764	5	28152	4.7713	4771304	47.5	56	GCA_963901265.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii	ena-yuan-MGYG000002461	Yersinia kristensenii	SET_2764	5	28152	4.7713	4771304	47.5	56	GCA_963902215.1
Bacteria	Bacillati	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	uncultured Veillonella sp.	UMGS9	uncultured Veillonella sp.	SET_2765	2	159268	1.97107	1971073	38.4	15	GCA_900538345.1
