Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present	SetID
GCA_963860105.1	SAMEA115016922	Crocosphaera watsonii WH 8501	Nanjing Agriculture University	not collected	2024-03-02T10:03:21.798	2024	_NA_	not collected	not collected	_NA_	GCF_963860105.1	Yes	SET_3680
GCA_949516535.1	SAMEA112730913	uncultured Oscillospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:26.740	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3682
GCA_949523105.1	SAMEA112731123	uncultured Oscillospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:33.930	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3682
GCA_035398765.1	SAMN32865057	Piscinibacter sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:06.963	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_3683
GCA_036849275.1	SAMN28751872	Burkholderiaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:22:23.130	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_3683
GCA_000820725.1	SAMEA2769926	Actinomyces polynesiensis	ebi	454	2014-09-17T09:09:09.103	2014	_NA_	_NA_	_NA_	_NA_	GCF_000820725.1	Yes	SET_3684
GCA_902375405.1	SAMEA5850983	Actinomyces polynesiensis	EMG	Illumina	2019-08-07T10:17:54.240	2019	human gut	not provided	_NA_	_NA_	GCF_902375405.1	Yes	SET_3684
GCA_002179845.1	SAMN06693614	Gillisella ampelina	Oregon State University	Illumina HiSeq	2017-04-06T14:18:03.140	2017	_NA_	USA: Oregon	1994	grapevine	GCF_002179845.1	Yes	SET_3687
GCA_013317215.1	SAMN14165463	Gillisella ampelina	Oregon State University	Illumina HiSeq	2020-02-22T12:57:06.266	2020	_NA_	not applicable	1994	Grape	GCF_013317215.1	Yes	SET_3687
GCA_035325245.1	SAMN32809278	Caldilineaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.643	2023	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	_NA_	na	No	SET_3688
GCA_036734365.1	SAMN28746034	Caldilineaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:55:34.536	2022	sludge	Argentina	Missing	_NA_	na	No	SET_3688
GCA_035394765.1	SAMN32865261	Bacilli bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.947	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_3689
GCA_036841585.1	SAMN28751465	Bacillota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:18:33.656	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_3689
GCA_001418005.1	SAMN03840667	Chelatococcus sambhunathii	Joint Genome Institute	Illumina HiSeq 2500-1TB	2015-07-06T16:40:08.000	2015	_NA_	India: Orissa	Not Collected	_NA_	GCF_001418005.1	Yes	SET_369
GCA_001517345.1	SAMN03840667	Chelatococcus sambhunathii	DOE - Joint Genome Institute	Illumina HiSeq 2500,Illumina HiSeq 2500-1TB	2015-07-06T16:40:08.000	2015	_NA_	India: Orissa	Not Collected	_NA_	GCF_001517345.1	Yes	SET_369
GCA_900555425.1	SAMEA4892433	Candidatus Saccharimonadota bacterium	EBI	Illumina	2019-02-08T12:13:15.976	2019	human gut	_NA_	_NA_	_NA_	GCF_900555425.1	Yes	SET_3690
GCA_902481285.1	SAMEA5852481	uncultured Candidatus Saccharibacteria bacterium	EMG	Illumina	2019-08-07T10:18:41.900	2019	human gut	USA	_NA_	_NA_	na	No	SET_3690
GCA_900762265.1	SAMEA5280020	uncultured Collinsella sp.	DOE JGI	Illumina HiSeq 2500	2019-02-01T10:28:27.766	2019	human stool	El Salvador	01-01-2018	_NA_	na	No	SET_3691
GCA_902484295.1	SAMEA5852778	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:51.586	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3691
GCA_023534065.1	SAMN27592203	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-14T22:43:04.249	2022	_NA_	China:Zhejiang	2020	pig	GCF_023534065.1	Yes	SET_3692
GCA_023534805.1	SAMN27409214	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-08T00:04:04.028	2022	_NA_	China:Zhejiang	2020	pig	GCF_023534805.1	Yes	SET_3692
GCA_035395445.1	SAMN32865227	Rectinema sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.630	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_3693
GCA_036754065.1	SAMN28747494	Spirochaetales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:28:35.183	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_3693
GCA_035338095.1	SAMN32810332	bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:39:08.767	2023	Domestic waste water	Singapore	19-06-2015	_NA_	na	No	SET_3695
GCA_036849735.1	SAMN28751851	bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:22:22.870	2022	sludge	Singapore	19-06-2015	_NA_	na	No	SET_3695
GCA_002097655.1	SAMN06546666	Staphylococcus aureus	University of Sydney	Illumina MiSeq	2017-03-07T22:38:04.183	2017	clinical sample	Australia	2013	dog	GCF_002097655.1	Yes	SET_3696
GCA_003383725.1	SAMN09708407	Staphylococcus aureus	University of Sydney	Illumina MiSeq	2018-07-24T03:47:03.947	2018	nares	Australia: Sydney	2017	Homo sapiens	GCF_003383725.1	Yes	SET_3696
GCA_004569295.1	SAMN11126867	Rothia nasimurium	King's College London	Illumina HiSeq	2019-03-14T11:44:05.410	2019	oral swab	United Kingdom	2017	Mus musculus C57BL/6J	GCF_004569295.1	Yes	SET_3698
GCA_015235405.1	SAMN16540187	Rothia nasimurium	King's College London	Illumina HiSeq	2020-10-25T11:51:04.580	2020	Oral	United Kingdom	2017	Mus musculus	GCF_015235405.1	Yes	SET_3698
GCA_011038775.1	SAMN14086988	Neisseria yangbaofengii	Chinese Center for Disease Control and Prevention	Illumina HiSeq PE150	2020-02-12T07:15:04.706	2020	_NA_	China	22-07-2018	Marmot	GCF_011038775.1	Yes	SET_370
GCA_017811745.1	SAMN16419206	Neisseria yangbaofengii	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Contr	Illumina HiSeq PE150	2020-10-12T09:44:03.996	2020	_NA_	China	22-07-2018	Marmot	GCF_017811745.1	Yes	SET_370
GCA_902486705.1	SAMEA5853018	uncultured Faecalibacterium sp.	EMG	Illumina	2019-08-07T10:18:58.993	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3700
GCA_900769075.1	SAMEA5279819	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:25:43.003	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900769075.1	Yes	SET_3700
GCA_005844705.1	SAMN10863241	Enterocloster clostridioformis	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:04.523	2019	stool	USA	14-03-2016	Homo sapiens	GCF_005844705.1	Yes	SET_3702
GCA_015548065.1	SAMN15532678	Enterocloster clostridioformis	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:16.400	2020	stool	USA	14-03-2016	Homo sapiens	GCF_015548065.1	Yes	SET_3702
GCA_003469765.1	SAMN09736316	Collinsella intestinalis	BGI	Illumina Hiseq	2018-07-30T02:31:07.317	2018	feces	China: Shenzhen	01-11-2013	Homo sapiens	GCF_003469765.1	Yes	SET_3704
GCA_902364775.1	SAMEA5849749	Collinsella intestinalis	EMG	Illumina	2019-08-07T10:17:15.443	2019	human gut	China	_NA_	_NA_	GCF_902364775.1	Yes	SET_3704
GCA_900766635.1	SAMEA5280032	uncultured Acinetobacter sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:28:36.813	2019	human stool	Fiji	01-01-2018	_NA_	na	No	SET_3705
GCA_902485605.1	SAMEA5852920	uncultured Acinetobacter sp.	EMG	Illumina	2019-08-07T10:18:56.103	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3705
GCA_002172695.2	SAMN06972081	Rhizobiales bacterium TMED227	University of Southern California	Illumina HiSeq	2017-05-12T20:08:13.577	2017	seawater	Mediterranean Sea	2009	not applicable	na	No	SET_3712
GCA_002704755.1	SAMN07619925	Rhodobiaceae bacterium	Tara Oceans Consortium	Illumina HiSeq	2017-09-07T19:36:18.613	2017	Mediterranean Sea	Mediterranean Sea	2011	not applicable	na	No	SET_3712
GCA_003283905.1	SAMN08886000	Pelagibacteraceae bacterium AG-319-F18	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:08.943	2018	single cell amplified by WGA-X; seawater	Pacific Ocean	19-11-2010	_NA_	na	No	SET_3713
GCA_902512745.1	SAMEA6077021	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:18:46.993	2019	marine water	_NA_	19-11-2010	_NA_	na	No	SET_3713
GCA_008802675.1	SAMN12821319	Pseudomonas aeruginosa	University of Florida	Illumina MiSeq	2019-09-23T11:59:05.783	2019	Missing	USA	10-05-2019	Homo sapiens	GCF_008802675.1	Yes	SET_3715
GCA_026126765.1	SAMN16213345	Pseudomonas aeruginosa	University of Florida	Illumina MiSeq	2020-09-18T16:43:05.603	2020	Missing	USA	2019	Homo sapiens	GCF_026126765.1	Yes	SET_3715
GCA_003390325.1	SAMN09770275	Rhodohalobacter sp. SW132	Institute of Microbiology	Illumina HiSeq	2018-08-06T23:09:03.670	2018	soil	China: Shanxi Province	2016-12	_NA_	GCF_003390325.1	Yes	SET_3717
GCA_017811715.1	SAMN16481020	Rhodohalobacter sp. SW132	Institute of Microbiology	Illumina HiSeq	2020-10-19T21:46:04.061	2020	sediment	Indian Ocean	2013-06	_NA_	GCF_017811715.1	Yes	SET_3717
GCA_900547505.1	SAMEA4891633	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:08:42.556	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3719
GCA_902480855.1	SAMEA5852441	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:40.680	2019	human gut	Russia	_NA_	_NA_	na	No	SET_3719
GCA_003061065.1	SAMN08111078	Aeromonas sp. HMWF016	University of Illinois	Illumina HiSeq	2017-11-29T18:46:05.950	2017	_NA_	USA: Michigan, Powell Township, Upper Pine Lake	2012-07	_NA_	GCF_003061065.1	Yes	SET_372
GCA_963878195.1	SAMEA115017681	Aeromonas sp. HMWF016	Nanjing Agriculture University	not collected	2024-03-02T10:03:46.987	2024	_NA_	USA	not collected	_NA_	GCF_963878195.1	Yes	SET_372
GCA_000612925.1	SAMEA3138983	Chryseobacterium oranimense G311	ebi	_NA_	2014-11-21T08:59:23.360	2014	_NA_	_NA_	_NA_	_NA_	GCF_000612925.1	Yes	SET_3721
GCA_000820645.1	SAMEA3137595	Chryseobacterium oranimense G311	ebi	Illumina	2014-11-20T08:05:25.000	2014	_NA_	_NA_	_NA_	_NA_	GCF_000820645.1	Yes	SET_3721
GCA_900548115.1	SAMEA4891695	uncultured Eubacteriales bacterium	EBI	Illumina	2019-02-08T12:13:10.633	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3722
GCA_902480635.1	SAMEA5852418	uncultured Eubacteriales bacterium	EMG	Illumina	2019-08-07T10:18:39.870	2019	human gut	USA	_NA_	_NA_	na	No	SET_3722
GCA_900106785.1	SAMEA4521261	Prevotellamassilia timonensis	URMITE	Illumina Run Mate-Paire 2*250 bp	2016-10-21T11:05:25.140	2016	_NA_	_NA_	_NA_	_NA_	GCF_900106785.1	Yes	SET_3726
GCA_902386825.1	SAMEA5851916	Prevotellaceae bacterium	EMG	Illumina	2019-08-07T10:18:24.150	2019	human gut	not provided	_NA_	_NA_	GCF_902386825.1	Yes	SET_3726
GCA_020178685.1	SAMN19981623	Klebsiella pneumoniae	Shandong University	Illumina NovaSeq 6000	2021-07-01T04:44:53.687	2021	ascites	China	2018	Homo sapiens	GCF_020178685.1	Yes	SET_373
GCA_020178705.1	SAMN19981620	Klebsiella pneumoniae	Shandong University	Illumina NovaSeq 6000	2021-07-01T04:44:53.653	2021	sputum	China	2018	Homo sapiens	GCF_020178705.1	Yes	SET_373
GCA_020178945.1	SAMN19981610	Klebsiella pneumoniae	Shandong University	Illumina NovaSeq 6000	2021-07-01T04:44:53.530	2021	irrigation Solution	China	2018	Homo sapiens	GCF_020178945.1	Yes	SET_373
GCA_010590585.1	SAMN12250767	Klebsiella oxytoca	Ares Genetics	Illumina NextSeq	2019-07-10T17:05:09.216	2019	lung	USA	15-07-2015	Homo sapiens	GCF_010590585.1	Yes	SET_3730
GCA_963887975.1	SAMEA115018162	Klebsiella oxytoca	Nanjing Agriculture University	not collected	2024-03-02T10:04:06.693	2024	_NA_	not collected	not collected	_NA_	GCF_963887975.1	Yes	SET_3730
GCA_023534205.1	SAMN27592196	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-14T22:43:04.161	2022	_NA_	China:Zhejiang	2020	pig	GCF_023534205.1	Yes	SET_3732
GCA_023534965.1	SAMN27409206	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-08T00:04:03.917	2022	_NA_	China:Zhejiang	2020	pig	GCF_023534965.1	Yes	SET_3732
GCA_000969835.1	SAMN03383454	Parabacteroides goldsteinii DSM 19448 = WAL 12034	Broad Institute	Illumina	2015-03-03T13:45:21.646	2015	_NA_	_NA_	_NA_	_NA_	GCF_000969835.1	Yes	SET_3734
GCA_902375575.1	SAMEA5850992	Parabacteroides goldsteinii	EMG	Illumina	2019-08-07T10:17:54.490	2019	human gut	not provided	_NA_	_NA_	GCF_902375575.1	Yes	SET_3734
GCA_036311885.1	SAMN39529696	Staphylococcus aureus	Shanghai Pulmonary Hospital	Illumina NovaSeq	2024-01-22T10:05:05.526	2024	laboratory	China	2021	Homo sapiens	GCF_036311885.1	Yes	SET_3735
GCA_037483025.1	SAMN38028056	Staphylococcus aureus	Shanghai Pulmonary Hospital	Illumina NovaSeq	2023-10-28T21:52:05.332	2023	Not applicable	Not applicable	Not applicable	Homo sapiens	GCF_037483025.1	Yes	SET_3735
GCA_902481685.1	SAMEA5852528	uncultured Moraxellaceae bacterium	EMG	Illumina	2019-08-07T10:18:43.416	2019	human gut	Netherlands	_NA_	_NA_	na	No	SET_3736
GCA_900554375.1	SAMEA4892329	uncultured Sutterella sp.	EBI	Illumina	2019-02-08T12:13:15.133	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3736
GCA_949538095.1	SAMEA112731193	uncultured Odoribacter sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:36.286	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3741
GCA_949540605.1	SAMEA112730977	uncultured Odoribacter sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:28.496	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3741
GCA_949535135.1	SAMEA112731059	uncultured Lachnospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:32.320	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3742
GCA_949542345.1	SAMEA112730831	uncultured Lachnospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:24.490	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3742
GCA_001049655.1	SAMEA3360373	Staphylococcus aureus	UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA	Illumina Hiseq 2500	2015-05-09T08:06:50.906	2015	_NA_	_NA_	_NA_	_NA_	GCF_001049655.1	Yes	SET_3745
GCA_001049695.1	SAMEA3360373	Staphylococcus aureus	UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA	Illumina Hiseq 2500	2015-05-09T08:06:50.906	2015	_NA_	_NA_	_NA_	_NA_	GCF_001049695.1	Yes	SET_3745
GCA_023534045.1	SAMN27592199	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-14T22:43:04.199	2022	_NA_	China:Zhejiang	2020	pig	GCF_023534045.1	Yes	SET_3746
GCA_023534905.1	SAMN27409209	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-08T00:04:03.958	2022	_NA_	China:Zhejiang	2020	pig	GCF_023534905.1	Yes	SET_3746
GCA_900541205.1	SAMEA4890999	uncultured Collinsella sp.	EBI	Illumina	2019-02-08T12:13:05.383	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3747
GCA_902482285.1	SAMEA5852580	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:45.023	2019	human gut	Spain	_NA_	_NA_	na	No	SET_3747
GCA_902487795.1	SAMEA5853139	uncultured Bacteroidales bacterium	EMG	Illumina	2019-08-07T10:19:03.120	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3748
GCA_900771105.1	SAMEA5278464	Bacteroidales bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:08:15.690	2019	human stool	Fiji	01-01-2018	_NA_	na	No	SET_3748
GCA_035397365.1	SAMN32865129	Tenuifilaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.663	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_3749
GCA_036745815.1	SAMN28747319	Tenuifilaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:11:40.280	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_3749
GCA_900554475.1	SAMEA4892331	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:14:45.213	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3752
GCA_902480795.1	SAMEA5852434	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:40.463	2019	human gut	Mongolia	_NA_	_NA_	na	No	SET_3752
GCA_014145445.1	SAMN15676324	Limosilactobacillus reuteri	University of Alberta	Illumina HiSeq	2020-07-30T01:20:07.813	2020	gastrointestinal tract	USA: Lincoln, Nebraska	2014-02	Argus pheasant	GCF_014145445.1	Yes	SET_3753
GCA_020786015.1	SAMN22258578	Limosilactobacillus reuteri	Huazhong Agricultural University	Illumina HiSeq	2021-10-14T05:54:10.340	2021	_NA_	USA:Nebraska	2014-02	Argus Pheasent	GCF_020786015.1	Yes	SET_3753
GCA_003311865.1	SAMN09261047	Vibrio tarriae	CDC	Illumina MiSeq	2018-05-25T12:50:06.566	2018	stool	USA	2017	_NA_	GCF_003311865.1	Yes	SET_3754
GCA_963878505.1	SAMEA115017713	Vibrio tarriae	Nanjing Agriculture University	not collected	2024-03-02T10:03:47.474	2024	_NA_	not collected	not collected	_NA_	GCF_963878505.1	Yes	SET_3754
GCA_035427105.1	SAMN32867276	Flavobacteriaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:09:08.510	2023	Foam and foaming activated sludge	Hong Kong	01-03-2012	_NA_	na	No	SET_3756
GCA_036829795.1	SAMN28750521	Flavobacteriaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:33.550	2022	sludge	China	01-03-2012	_NA_	na	No	SET_3756
GCA_900766815.1	SAMEA5280130	Lachnospiraceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:29:55.220	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900766815.1	Yes	SET_3757
GCA_902485675.1	SAMEA5852928	uncultured Lachnospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:56.353	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3757
GCA_000798625.1	SAMN03198697	Xenorhabdus sp. NBAII XenSa04	Washington State University	Illumina MiSeq	2014-11-17T20:20:33.627	2014	Isolated from nematode bodies	India: Hyderabad	2014	Steinernema abbasi	GCF_000798625.1	Yes	SET_3758
GCA_963866145.1	SAMEA115015826	Xenorhabdus sp. NBAII XenSa04	Nanjing Agriculture University	not collected	2024-03-02T10:02:47.650	2024	_NA_	not collected	not collected	_NA_	GCF_963866145.1	Yes	SET_3758
GCA_009915865.1	SAMN13870610	Proteus sp. G4378	nankai university	Illumina GAIIx	2020-01-15T21:55:03.710	2020	Missing	Missing	Missing	_NA_	GCF_009915865.1	Yes	SET_3759
GCA_963896215.1	SAMEA115016413	Proteus sp. G4378	Nanjing Agriculture University	not collected	2024-03-02T10:03:06.847	2024	_NA_	not collected	not collected	_NA_	GCF_963896215.1	Yes	SET_3759
GCA_005845085.1	SAMN10863279	[Clostridium] symbiosum	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:05.210	2019	stool	USA	18-12-2017	Homo sapiens	GCF_005845085.1	Yes	SET_3760
GCA_015559085.1	SAMN15532847	[Clostridium] symbiosum	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:19.073	2020	stool	USA	18-12-2017	Homo sapiens	GCF_015559085.1	Yes	SET_3760
GCA_035394565.1	SAMN32865271	Rectinema sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.037	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_3761
GCA_036828325.1	SAMN28750576	Spirochaetales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:34.246	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_3761
GCA_900553705.1	SAMEA4892251	uncultured Collinsella sp.	EBI	Illumina	2019-02-08T12:13:14.460	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3762
GCA_902481865.1	SAMEA5852552	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:44.166	2019	human gut	Netherlands	_NA_	_NA_	na	No	SET_3762
GCA_000285835.2	SAMEA2272372	Brevibacterium senegalense	URMITE CNRS UMR 6236 IRD 198	_NA_	2013-12-20T12:43:23.500	2013	host stool sample	France:Marseille	_NA_	Homo sapiens	GCF_000285835.1	Yes	SET_3763
GCA_902374775.1	SAMEA5850911	Brevibacterium senegalense	EMG	Illumina	2019-08-07T10:17:52.210	2019	human gut	not provided	_NA_	_NA_	GCF_902374775.1	Yes	SET_3763
GCA_900767375.1	SAMEA5279197	Rikenellaceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:17:44.983	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900767375.1	Yes	SET_3764
GCA_902485865.1	SAMEA5852951	uncultured Bacteroidales bacterium	EMG	Illumina	2019-08-07T10:18:57.040	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3764
GCA_900762425.1	SAMEA5278410	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:07:34.930	2019	human stool	USA	01-01-2018	_NA_	GCF_900762425.1	Yes	SET_3765
GCA_902484355.1	SAMEA5852786	uncultured Clostridium sp.	EMG	Illumina	2019-08-07T10:18:51.820	2019	human gut	USA	_NA_	_NA_	na	No	SET_3765
GCA_035435485.1	SAMN32867953	Phocaeicola vulgatus	CLUE-TERRA	Illumina MiSeq	2023-01-22T13:07:07.057	2023	Medicalfacilities Wastewater	Germany	06-12-2012	_NA_	na	No	SET_3768
GCA_036806805.1	SAMN28749680	Phocaeicola vulgatus	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:34.953	2022	water	Germany	06-12-2012	_NA_	na	No	SET_3768
GCA_001244395.1	SAMN03853751	Lacticaseibacillus paracasei	China Agricultural University	PacBio RS II22	2015-07-10T07:07:18.000	2015	isolated from the feces of a centenarian	China: village Bama, guangxi	30-10-2006	Homo sapiens	GCF_001244395.1	Yes	SET_377
GCA_902386635.1	SAMEA5851892	Lacticaseibacillus paracasei	EMG	Illumina	2019-08-07T10:18:23.413	2019	human gut	China	_NA_	_NA_	GCF_902386635.1	Yes	SET_377
GCA_900540295.1	SAMEA4890916	uncultured Oscillospiraceae bacterium	EBI	Illumina	2019-01-28T10:02:26.833	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3771
GCA_902483285.1	SAMEA5852677	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:48.336	2019	human gut	USA	_NA_	_NA_	na	No	SET_3771
GCA_900770015.1	SAMEA5279846	uncultured Oscillospiraceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:26:03.123	2019	human stool	Fiji	01-01-2018	_NA_	na	No	SET_3772
GCA_902487185.1	SAMEA5853080	uncultured Eubacteriales bacterium	EMG	Illumina	2019-08-07T10:19:01.073	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3772
GCA_003215215.1	SAMN08886378	SAR202 cluster bacterium AG-410-A08	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:16.047	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	28-06-2010	_NA_	na	No	SET_3773
GCA_902564675.1	SAMEA6076052	uncultured SAR202 cluster bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:25.836	2019	marine water	_NA_	28-06-2010	_NA_	na	No	SET_3773
GCA_016893225.1	SAMN17386208	Staphylococcus sp. GDB20D122A5	South China Agricultural University	Illumina NovaSeq	2021-01-19T22:49:05.433	2021	environment	China:Guangdong	14-09-2020	N/A	GCF_016893225.1	Yes	SET_3775
GCA_025153955.1	SAMN30644053	Staphylococcus aureus	South China Agricultural University	Illumina NovaSeq	2022-09-02T09:05:04.360	2022	air dust	China: Guangdong, Qingyuan	14-08-2020	_NA_	GCF_025153955.1	Yes	SET_3775
GCA_003311755.1	SAMN09261042	Vibrio tarriae	CDC	Illumina MiSeq	2018-05-25T12:50:06.490	2018	Missing	Canada	Missing	Missing	GCF_003311755.1	Yes	SET_3777
GCA_963877995.1	SAMEA115017710	Vibrio tarriae	Nanjing Agriculture University	not collected	2024-03-02T10:03:47.420	2024	_NA_	not collected	not collected	_NA_	GCF_963877995.1	Yes	SET_3777
GCA_018448965.1	SAMN10241666	Photorhabdus hainanensis	University of Bern	Illumina HiSeq	2018-10-15T11:16:12.147	2018	_NA_	Missing	Missing	Heterorhabditis	GCF_018448965.1	Yes	SET_3779
GCA_963892985.1	SAMEA115014920	Photorhabdus hainanensis	Nanjing Agriculture University	not collected	2024-03-02T10:02:16.340	2024	_NA_	not collected	not collected	_NA_	GCF_963892985.1	Yes	SET_3779
GCA_003858805.1	SAMN10476571	Escherichia coli	Sun Yat-sen University	Illumina HiSeq	2018-11-26T08:43:06.710	2018	Gut	China:Guangdong	2015	Homo sapiens	GCF_003858805.1	Yes	SET_378
GCA_009822955.1	SAMN11928130	Escherichia coli	Sichuan University	Illumina HiSeq	2019-06-01T07:44:07.103	2019	feces	Missing	Missing	Homo sapiens	GCF_009822955.1	Yes	SET_378
GCA_000723585.1	SAMEA3139037	Virgibacillus salexigens	URMITE	_NA_	2014-11-21T08:59:26.986	2014	_NA_	_NA_	_NA_	_NA_	GCF_000723585.1	Yes	SET_3781
GCA_902375355.1	SAMEA5850973	Virgibacillus salexigens	EMG	Illumina	2019-08-07T10:17:53.960	2019	human gut	not provided	_NA_	_NA_	GCF_902375355.1	Yes	SET_3781
