SetID	Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present
SET_3962	Different: GCA_000162235.2 | GCA_902381645.1	Different: SAMN02463738 | SAMEA5850850	Different: Fusobacterium vincentii 3_1_36A2 | Fusobacterium nucleatum	Different: Broad Institute | EMG	Different: 454 | Illumina	Different: 2013-12-18T11:11:33.496 | 2019-08-07T10:17:50.430	Different: 2013 | 2019	Different: _NA_ | human gut	Different: not determined | not provided	Different: not determined | _NA_	Different: Homo sapiens | _NA_	Different: GCF_000162235.2 | GCF_902381645.1	Same: Yes
SET_3963	Different: GCA_026128115.1 | GCA_026197935.1	Different: SAMN25889472 | SAMN28408376	Same: Klebsiella pneumoniae	Same: Peking University Third Hospital	Different: Illumina NovaSeq | Illumina HiSeq	Different: 2022-02-13T10:20:05.193 | 2022-05-14T10:00:09.930	Same: 2022	Different: Missing | patient with infection	Same: China: Beijing	Same: 19-07-2020	Same: Homo sapiens	Different: GCF_026128115.1 | GCF_026197935.1	Same: Yes
SET_3964	Different: GCA_035329785.1 | GCA_036734285.1	Different: SAMN32809431 | SAMN28746040	Same: Burkholderiaceae bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-20T09:11:08.183 | 2022-05-30T03:55:34.610	Different: 2023 | 2022	Different: full-scale industrial wastewater treatment plants sludge | sludge	Same: Argentina	Same: Missing	Same: _NA_	Same: na	Same: No
SET_3965	Different: GCA_900553585.1 | GCA_905206525.1	Different: SAMEA4892247 | SAMEA7847602	Same: uncultured Porphyromonadaceae bacterium	Different: EBI | EMG	Different: Illumina | Illumina HiSeq 2000	Different: 2019-02-08T12:13:14.416 | 2021-01-27T10:56:19.430	Different: 2019 | 2021	Same: human gut	Different: _NA_ | Denmark	Different: _NA_ | not provided	Same: _NA_	Same: na	Same: No
SET_3966	Different: GCA_902481725.1 | GCA_900538905.1	Different: SAMEA5852522 | SAMEA4890772	Different: uncultured Duodenibacillus sp. | uncultured Sutterella sp.	Different: EMG | EBI	Same: Illumina	Different: 2019-08-07T10:18:43.226 | 2019-01-28T10:01:07.043	Same: 2019	Same: human gut	Different: China | _NA_	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_3967	Different: GCA_900766235.1 | GCA_902485135.1	Different: SAMEA5278423 | SAMEA5852877	Different: Sphingomonas bacterium | uncultured Sphingomonas sp.	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:07:44.783 | 2019-08-07T10:18:54.633	Same: 2019	Different: human stool | human gut	Same: USA	Different: 01-01-2018 | _NA_	Same: _NA_	Same: na	Same: No
SET_3968	Different: GCA_015554965.1 | GCA_005844125.1	Different: SAMN15532430 | SAMN10863285	Different: Drancourtella sp. BSD2780061688b_171218_E11 | Pseudoflavonifractor sp. BSD2780061688st1 E11	Same: Icahn School of Medicine at Mount Sinai	Same: Illumina HiSeq	Different: 2020-07-14T14:32:11.970 | 2019-02-01T16:08:05.313	Different: 2020 | 2019	Same: stool	Same: USA	Same: 18-12-2017	Same: Homo sapiens	Different: GCF_015554965.1 | GCF_005844125.1	Same: Yes
SET_3969	Different: GCA_035398805.1 | GCA_036772195.1	Different: SAMN32865053 | SAMN28748164	Same: Tenuifilaceae bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:06.857 | 2022-05-30T05:37:43.816	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 09-03-2015	Same: _NA_	Same: na	Same: No
SET_397	Different: GCA_003050465.1 | GCA_963878565.1	Different: SAMN08099551 | SAMEA115017673	Same: Vibrio splendidus	Different: Station Biologique Roscoff (CNRS/UMPC) | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2017-11-26T18:59:04.653 | 2024-03-02T10:03:46.880	Different: 2017 | 2024	Different: Filtered seawater (1uM filter) | _NA_	Different: USA: Plum Island, MA | not collected	Different: 28-04-2006 | not collected	Same: _NA_	Different: GCF_003050465.1 | GCF_963878565.1	Same: Yes
SET_3971	Different: GCA_949530505.1 | GCA_949542385.1	Different: SAMEA112731101 | SAMEA112730842	Same: Alistipes sp. UBA6068	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: NextSeq 500 | Illumina HiSeq 2000	Different: 2023-03-08T08:34:33.390 | 2023-03-08T08:34:24.753	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_3972	Different: GCA_028314285.1 | GCA_015668165.1	Different: SAMN31321755 | SAMN15532467	Different: Blautia wexlerae | Blautia sp. 1001283B150304_161114_C9	Different: Icahn School of Medicine | Icahn School of Medicine at Mount Sinai	Same: Illumina HiSeq	Different: 2022-10-17T16:26:13.405 | 2020-07-14T14:32:12.613	Different: 2022 | 2020	Different: _NA_ | stool	Same: USA	Same: 14-11-2016	Same: Homo sapiens	Different: GCF_028314285.1 | GCF_015668165.1	Same: Yes
SET_3974	Different: GCA_010091925.1 | GCA_963888385.1	Different: SAMN13620235 | SAMEA115018152	Same: Nostoc sp. B(2019)	Different: Centre for Functional Diversity | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2019-12-18T06:12:04.786 | 2024-03-02T10:04:06.424	Different: 2019 | 2024	Different: limestone wall of ancient building | _NA_	Different: Portugal: Coimbra | not collected	Different: 2016-11 | not collected	Same: _NA_	Different: GCF_010091925.1 | na	Different: Yes | No
SET_3975	Different: GCA_949519485.1 | GCA_949530465.1	Different: SAMEA112730852 | SAMEA112731111	Same: uncultured Odoribacter sp.	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: Illumina HiSeq 2000 | NextSeq 500	Different: 2023-03-08T08:34:25.006 | 2023-03-08T08:34:33.636	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_3976	Different: GCA_035328625.1 | GCA_036770985.1	Different: SAMN32809491 | SAMN28747820	Different: Bacteroidia bacterium | Bacteroidota bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-20T09:11:08.780 | 2022-05-30T05:37:39.330	Different: 2023 | 2022	Different: full-scale industrial wastewater treatment plants sludge | sludge	Same: Argentina	Same: Missing	Same: _NA_	Same: na	Same: No
SET_3977	Different: GCA_949497205.1 | GCA_949519415.1	Different: SAMEA112731242 | SAMEA112730858	Same: bacterium D16-50	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: NextSeq 500 | Illumina HiSeq 2000	Different: 2023-03-08T08:34:38.606 | 2023-03-08T08:34:25.166	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_3978	Different: GCA_000177195.2 | GCA_009865465.1	Different: SAMN02232054 | SAMN13630819	Different: Streptomyces sp. SirexAA-E | Streptomyces sp. SID1	Different: US DOE Joint Genome Institute (JGI-PGF) | University of Wisconsin-Madison	Different: 454/Illumina | Illumina MiSeq	Different: 2013-07-12T10:59:51.827 | 2019-12-18T18:23:04.493	Different: 2013 | 2019	Different: Cameron Currie (currie@bact.wisc.edu) | Missing	Different: Missing | USA	Different: Missing | 2015-01	Different: _NA_ | Sirex noctilio	Different: GCF_000177195.2 | GCF_009865465.1	Same: Yes
SET_398	Different: GCA_025457605.1 | GCA_025457585.1	Different: SAMN29406503 | SAMN29406474	Same: Haloarcula laminariae	Same: Jiangsu University	Same: Illumina HiSeq	Different: 2022-06-28T23:32:04.183 | 2022-06-28T23:25:03.540	Same: 2022	Same: sediment	Same: China: Jiangsu	Same: 2017-10	Same: _NA_	Different: GCF_025457605.1 | GCF_025457585.1	Same: Yes
SET_3980	Different: GCA_945829615.1 | GCA_945874445.1	Different: SAMEA110360312 | SAMEA110402216	Same: uncultured Erysipelotrichaceae bacterium	Same: EMG	Same: NextSeq 500	Different: 2022-07-15T08:11:14.750 | 2022-07-22T13:12:54.126	Same: 2022	Same: pig gut metagenome	Same: Germany	Same: 01-08-2016	Same: _NA_	Same: na	Same: No
SET_3983	Different: GCA_013415405.1 | GCA_015234665.1	Different: SAMN15420189 | SAMN16540224	Same: Staphylococcus capitis	Same: King's College London	Same: Illumina HiSeq	Different: 2020-07-01T17:42:03.890 | 2020-10-25T11:51:05.280	Same: 2020	Same: Oral	Same: United Kingdom	Same: 2014	Same: Mus musculus	Different: GCF_013415405.1 | GCF_015234665.1	Same: Yes
SET_3985	Different: GCA_035282145.1 | GCA_035818895.1 | GCA_037093225.1	Different: SAMN39171897 | SAMN38157465 | SAMN40233052	Same: Streptococcus agalactiae	Different: Huashan Hospital | Fudan University	Different: Illumina HiSeq | Illumina	Different: 2023-12-28T08:00:43.435 | 2023-11-08T09:59:06.853 | 2024-03-03T09:26:05.263	Different: 2023 | 2024	Different: not collected | urine	Same: China:Shanghai	Different: 10-05-2021 | 08-02-2021	Different: not collected | Homo sapiens	Different: GCF_035282145.1 | GCF_035818895.1 | GCF_037093225.1	Same: Yes
SET_3986	Different: GCA_005844795.1 | GCA_015669535.1	Different: SAMN10863235 | SAMN15533040	Same: Bacteroides intestinalis	Same: Icahn School of Medicine at Mount Sinai	Same: Illumina HiSeq	Different: 2019-02-01T16:08:04.420 | 2020-07-14T14:32:22.163	Different: 2019 | 2020	Same: stool	Same: USA	Same: 14-03-2016	Same: Homo sapiens	Different: GCF_005844795.1 | GCF_015669535.1	Same: Yes
SET_3987	Different: GCA_001028135.1 | GCA_963866815.1	Different: SAMN03611398 | SAMEA115017144	Same: Xenorhabdus griffiniae	Different: University of the Witwatersrand | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2015-05-07T09:22:15.000 | 2024-03-02T10:03:28.123	Different: 2015 | 2024	Same: _NA_	Different: South Africa: North West Brits | not collected	Different: 2014-02 | not collected	Different: Steinernema khoisanae | _NA_	Different: GCF_001028135.1 | GCF_963866815.1	Same: Yes
SET_3988	Different: GCA_001485215.1 | GCA_963869305.1	Different: SAMD00020894 | SAMEA115017294	Same: Leptolyngbya sp. NIES-2104	Different: National Institute for Environmental Studies | Nanjing Agriculture University	Different: Illumina MiSeq; ABI 3730 | not collected	Different: 2015-11-05T01:00:12.000 | 2024-03-02T10:03:32.898	Different: 2015 | 2024	Same: _NA_	Different: Japan:Hyogo, Himeji | not collected	Different: 2002 | not collected	Same: _NA_	Different: GCF_001485215.1 | GCF_963869305.1	Same: Yes
SET_3989	Different: GCA_003710355.1 | GCA_003971155.1	Different: SAMN10319615 | SAMN10319612	Same: Staphylococcus aureus	Same: Christian Medical College	Same: IonTorrent	Different: 2018-10-26T04:56:05.290 | 2018-10-26T04:56:05.217	Same: 2018	Same: blood	Same: India	Different: 2014 | 2016	Same: Homo sapiens	Different: GCF_003710355.1 | GCF_003971155.1	Same: Yes
SET_3992	Different: GCA_014138465.1 | GCA_963889505.1	Different: SAMN13172614 | SAMEA115018283	Same: Bartonella chomelii	Different: DOE Joint Genome Institute | Nanjing Agriculture University	Different: Illumina | not collected	Different: 2019-10-31T16:21:53.410 | 2024-03-02T10:04:09.790	Different: 2019 | 2024	Different: Missing | _NA_	Different: Missing | not collected	Different: Missing | not collected	Different: not applicable | _NA_	Different: GCF_014138465.1 | GCF_963889505.1	Same: Yes
SET_3993	Different: GCA_024260645.1 | GCA_024435275.1	Different: SAMN27865557 | SAMN28511953	Same: Klebsiella pneumoniae	Same: Wuhan CDC	Same: Illumina NovaSeq	Different: 2022-04-27T05:31:05.887 | 2022-05-17T22:09:05.440	Same: 2022	Same: sputum	Same: China:Hubei	Same: 2020-11	Same: Homo sapiens	Different: GCF_024260645.1 | GCF_024435275.1	Same: Yes
SET_3994	Different: GCA_963572385.1 | GCA_963573205.1	Different: SAMEA114521897 | SAMEA114521905	Same: Escherichia coli	Same: Erasmus University Medical Center	Same: Illumina	Different: 2024-01-01T08:06:17.810 | 2023-10-21T08:30:22.740	Different: 2024 | 2023	Same: _NA_	Same: United Arab Emirates	Same: 2023	Same: _NA_	Different: GCF_963572385.1 | GCF_963573205.1	Same: Yes
SET_3995	Different: GCA_002632445.1 | GCA_963876095.1	Different: SAMN05375060 | SAMEA115017545	Same: Xenorhabdus ehlersii	Different: Goethe University | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2016-07-12T02:21:02.280 | 2024-03-02T10:03:39.057	Different: 2016 | 2024	Same: _NA_	Different: China | not collected	Different: Missing | not collected	Different: Steinernema serratum | _NA_	Different: GCF_002632445.1 | GCF_963876095.1	Same: Yes
SET_3996	Different: GCA_026128065.1 | GCA_026197945.1	Different: SAMN25889471 | SAMN28408375	Same: Klebsiella pneumoniae	Same: Peking University Third Hospital	Different: Illumina NovaSeq | Illumina HiSeq	Different: 2022-02-13T10:20:05.180 | 2022-05-14T10:00:09.913	Same: 2022	Different: Missing | patient with infection	Same: China: Beijing	Same: 22-03-2020	Same: Homo sapiens	Different: GCF_026128065.1 | GCF_026197945.1	Same: Yes
SET_3997	Different: GCA_035329725.1 | GCA_036782855.1	Different: SAMN32809434 | SAMN28748221	Same: Solirubrobacteraceae bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-20T09:11:08.210 | 2022-05-30T05:49:35.993	Different: 2023 | 2022	Different: full-scale industrial wastewater treatment plants sludge | sludge	Same: Argentina	Same: Missing	Same: _NA_	Same: na	Same: No
SET_4	Different: GCA_900765565.1 | GCA_902485005.1	Different: SAMEA5279747 | SAMEA5852854	Same: uncultured Dialister sp.	Different: DOE JGI | EMG	Different: Illumina Genome Analyzer II | Illumina	Different: 2019-02-01T10:24:50.200 | 2019-08-07T10:18:53.883	Same: 2019	Different: human stool | human gut	Same: China	Different: 01-01-2018 | _NA_	Same: _NA_	Different: GCF_900765565.1 | GCF_902485005.1	Same: Yes
SET_400	Different: GCA_003282485.1 | GCA_902518445.1	Different: SAMN08886062 | SAMEA6077549	Different: Pelagibacteraceae bacterium AG-333-C14 | uncultured Pelagibacteraceae bacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:10.157 | 2019-10-26T18:19:04.540	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Pacific Ocean | _NA_	Same: 29-11-2010	Same: _NA_	Same: na	Same: No
SET_4002	Different: GCA_000175995.1 | GCA_963861715.1	Different: SAMN02470248 | SAMEA115014850	Same: Vibrio mimicus VM573	Different: LNCC / UFRJ | Nanjing Agriculture University	Different: _NA_ | not collected	Different: 2013-12-19T13:10:08.750 | 2024-03-02T10:02:12.968	Different: 2013 | 2024	Same: _NA_	Different: _NA_ | not collected	Different: _NA_ | not collected	Same: _NA_	Different: GCF_000175995.1 | GCF_963861715.1	Same: Yes
SET_4003	Different: GCA_025218225.1 | GCA_032192105.1	Different: SAMN25408304 | SAMN37521862	Same: Citrobacter freundii	Different: Universtity Hospital Cologne | University Hospital Frankfurt	Different: Illumina + Oxford Nanopore | Illumina; Oxford Nanopore MinION	Different: 2022-01-29T16:09:04.073 | 2023-09-23T14:16:06.257	Different: 2022 | 2023	Different: urine | intraoperative	Different: Germany: Cologne | Germany	Different: 29-10-2018 | 2018	Same: Homo sapiens	Different: GCF_025218225.1 | GCF_032192105.1	Same: Yes
SET_4006	Different: GCA_003287725.1 | GCA_963879105.1	Different: SAMN07559287 | SAMEA115013181	Same: Photorhabdus sp. S8-52	Different: University of Bern | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2017-08-25T09:49:02.643 | 2024-03-02T10:01:33.220	Different: 2017 | 2024	Different: soil | _NA_	Different: USA | not collected	Different: 01-02-2016 | not collected	Same: _NA_	Different: GCF_003287725.1 | GCF_963879105.1	Same: Yes
SET_4007	Different: GCA_945831145.1 | GCA_945875345.1	Different: SAMEA110360427 | SAMEA110402101	Same: uncultured Clostridia bacterium	Same: EMG	Same: NextSeq 500	Different: 2022-07-15T08:11:18.103 | 2022-07-22T13:12:50.870	Same: 2022	Same: pig gut metagenome	Same: Germany	Same: 01-08-2016	Same: _NA_	Same: na	Same: No
SET_4008	Different: GCA_002839545.1 | GCA_026552815.1	Different: SAMN06767741 | SAMN31357813	Different: Candidatus Methanoperedentaceae archaeon HGW-Methanoperedenaceae-1 | Candidatus Methanoperedens sp.	Different: UC Berkeley | Jill Banfield's Lab at Berkeley	Different: Illumina HiSeq | Illumina	Different: 2017-04-19T19:32:13.500 | 2022-10-18T18:56:04.730	Different: 2017 | 2022	Different: groundwater | borehole water	Different: Japan: Horonobe URL | Japan: Mizunami Underground Research Laboratory	Different: 2013 | 2014	Same: _NA_	Same: na	Same: No
SET_4009	Different: GCA_902726565.1 | GCA_963901385.1	Different: SAMEA6448864 | SAMEA115018994	Same: Yersinia vastinensis	Different: IP | Nanjing Agriculture University	Different: Illumina | not collected	Different: 2020-04-18T18:18:53.770 | 2024-03-02T10:04:35.461	Different: 2020 | 2024	Same: _NA_	Different: France | not collected	Different: _NA_ | not collected	Same: _NA_	Different: GCF_902726565.1 | GCF_963901385.1	Same: Yes
SET_4012	Different: GCA_900760845.1 | GCA_902483605.1	Different: SAMEA5278884 | SAMEA5852728	Different: Bacilli bacterium | uncultured Bacillota bacterium	Different: DOE JGI | EMG	Different: Illumina Genome Analyzer II | Illumina	Different: 2019-02-01T10:13:47.510 | 2019-08-07T10:18:50.056	Same: 2019	Different: human stool | human gut	Same: USA	Different: 01-01-2018 | _NA_	Same: _NA_	Different: GCF_900760845.1 | na	Different: Yes | No
SET_4014	Different: GCA_009908265.2 | GCA_019130055.1	Different: SAMN13841305 | SAMN19868579	Same: Paragemmobacter amnigenus	Same: National Kaohsiung University of Science and Technology	Same: Illumina	Different: 2020-01-14T04:55:09.383 | 2021-06-25T06:41:33.343	Different: 2020 | 2021	Same: water	Same: Taiwan	Same: 2018-08	Same: _NA_	Different: GCF_009908265.2 | GCF_019130055.1	Same: Yes
SET_4015	Different: GCA_009767015.1 | GCA_009798525.1	Different: SAMN13068709 | SAMN13542440	Same: Escherichia coli	Same: washington state university	Same: Illumina MiSeq	Different: 2019-10-21T11:58:04.380 | 2019-12-11T15:46:06.026	Same: 2019	Same: feces	Same: Tanzania	Different: 25-06-2015 | not applicable	Different: Cattle | Bos taurus	Different: GCF_009767015.1 | GCF_009798525.1	Same: Yes
SET_4017	Different: GCA_015549205.1 | GCA_028325425.1	Different: SAMN15532822 | SAMN31322959	Same: Turicibacter sanguinis	Different: Icahn School of Medicine at Mount Sinai | Icahn School of Medicine	Same: Illumina HiSeq	Different: 2020-07-14T14:32:18.700 | 2022-10-17T16:27:17.112	Different: 2020 | 2022	Different: stool | _NA_	Same: USA	Same: 31-10-2016	Same: Homo sapiens	Different: GCF_015549205.1 | GCF_028325425.1	Same: Yes
SET_4018	Different: GCA_900095855.1 | GCA_902376155.1	Different: SAMEA4415313 | SAMEA5851062	Same: Megasphaera coli	Different: URMITE | EMG	Different: Illumina Run Mate-Paire 2*250 bp | Illumina	Different: 2016-09-29T09:38:04.080 | 2019-08-07T10:17:56.586	Different: 2016 | 2019	Different: _NA_ | human gut	Different: _NA_ | not provided	Same: _NA_	Same: _NA_	Different: GCF_900095855.1 | GCF_902376155.1	Same: Yes
SET_402	Different: GCA_945830725.1 | GCA_945873495.1	Different: SAMEA110360430 | SAMEA110402093	Same: uncultured Lachnospiraceae bacterium	Same: EMG	Same: NextSeq 500	Different: 2022-07-15T08:11:18.176 | 2022-07-22T13:12:50.623	Same: 2022	Same: pig gut metagenome	Same: Germany	Same: 01-08-2016	Same: _NA_	Same: na	Same: No
SET_4020	Different: GCA_900552805.1 | GCA_902479605.1	Different: SAMEA4892166 | SAMEA5852313	Same: uncultured Collinsella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-02-08T12:13:13.913 | 2019-08-07T10:18:36.666	Same: 2019	Same: human gut	Different: _NA_ | Peru	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_4023	Different: GCA_034651275.1 | GCA_036039255.1	Different: SAMN38768057 | SAMN39443296	Same: Salmonella enterica subsp. enterica serovar Typhimurium	Same: Yangzhou University	Same: Illumina HiSeq	Different: 2023-12-12T00:28:04.276 | 2024-01-15T09:58:05.070	Different: 2023 | 2024	Same: raw intact pork	Same: China: Jiangsu	Same: 01-06-2018	Same: pig	Different: GCF_034651275.1 | GCF_036039255.1	Same: Yes
SET_4027	Different: GCA_035441465.1 | GCA_036724025.1	Different: SAMN32867640 | SAMN28745810	Same: Methanothrix soehngenii	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T12:45:09.913 | 2022-05-30T03:09:38.760	Different: 2023 | 2022	Different: Aquaculture farm sediments | sediment; sludge; water	Different: Hong Kong | Missing	Same: Missing	Same: _NA_	Same: na	Same: No
SET_4028	Different: GCA_900540845.1 | GCA_905194045.1	Different: SAMEA4890969 | SAMEA7846457	Same: uncultured Collinsella sp.	Different: EBI | EMG	Different: Illumina | Illumina HiSeq 2500	Different: 2019-02-08T12:13:05.133 | 2021-01-27T11:07:46.846	Different: 2019 | 2021	Same: human gut	Different: _NA_ | China	Different: _NA_ | not provided	Same: _NA_	Same: na	Same: No
SET_4029	Different: GCA_900540885.1 | GCA_902480765.1	Different: SAMEA4890965 | SAMEA5852435	Same: uncultured Prevotella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-02-08T12:13:05.116 | 2019-08-07T10:18:40.493	Same: 2019	Same: human gut	Different: _NA_ | Mongolia	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_4030	Different: GCA_000195635.1 | GCA_902374325.1	Different: SAMN00189096 | SAMEA5850873	Different: Bacteroides fluxus YIT 12057 | Bacteroides fluxus	Different: Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine | EMG	Same: Illumina	Different: 2010-12-23T11:24:03.660 | 2019-08-07T10:17:51.116	Different: 2010 | 2019	Different: _NA_ | human gut	Different: not determined | not provided	Different: not determined | _NA_	Different: Homo sapiens | _NA_	Different: GCF_000195635.1 | GCF_902374325.1	Same: Yes
SET_4031	Different: GCA_005844665.1 | GCA_015548585.1	Different: SAMN10863242 | SAMN15532388	Same: Clostridium perfringens	Same: Icahn School of Medicine at Mount Sinai	Same: Illumina HiSeq	Different: 2019-02-01T16:08:04.540 | 2020-07-14T14:32:11.200	Different: 2019 | 2020	Same: stool	Same: USA	Same: 14-03-2016	Same: Homo sapiens	Different: GCF_005844665.1 | GCF_015548585.1	Same: Yes
SET_4033	Different: GCA_005844225.1 | GCA_015556735.1	Different: SAMN10863270 | SAMN15533325	Same: Alistipes shahii	Same: Icahn School of Medicine at Mount Sinai	Same: Illumina HiSeq	Different: 2019-02-01T16:08:05.026 | 2020-07-14T14:32:26.690	Different: 2019 | 2020	Same: stool	Same: USA	Same: 18-12-2017	Same: Homo sapiens	Different: GCF_005844225.1 | GCF_015556735.1	Same: Yes
SET_4034	Different: GCA_014076845.1 | GCA_963890125.1	Different: SAMN15641047 | SAMEA115018276	Same: Colwellia sp. MB3u-41	Different: University of Alaska Fairbanks | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2020-07-24T15:56:07.850 | 2024-03-02T10:04:09.585	Different: 2020 | 2024	Different: bottom of first year landfast sea ice | _NA_	Different: USA: Point Barrow, Alaska | not collected	Different: 12-04-2016 | not collected	Same: _NA_	Different: GCF_014076845.1 | GCF_963890125.1	Same: Yes
SET_4035	Different: GCA_900552035.1 | GCA_902481965.1	Different: SAMEA4892099 | SAMEA5852550	Same: uncultured Collinsella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-02-08T12:13:13.196 | 2019-08-07T10:18:44.103	Same: 2019	Same: human gut	Different: _NA_ | Netherlands	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_4038	Different: GCA_035392985.1 | GCA_036725285.1	Different: SAMN32865613 | SAMN28745760	Same: Petrotogaceae bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T11:15:07.333 | 2022-05-30T03:09:38.030	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
SET_4040	Different: GCA_010119635.1 | GCA_963888705.1	Different: SAMN13509239 | SAMEA115012532	Same: Photorhabdus laumondii subsp. laumondii	Different: University of Bern | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2019-12-09T03:01:05.633 | 2024-03-02T10:01:11.777	Different: 2019 | 2024	Different: Missing | _NA_	Different: Missing | not collected	Different: Missing | not collected	Different: Heterorhabditis bacteriophora | _NA_	Different: GCF_010119635.1 | GCF_963888705.1	Same: Yes
SET_4044	Different: GCA_949486795.1 | GCA_949535685.1	Different: SAMEA112731245 | SAMEA112730861	Same: uncultured Odoribacter sp.	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: NextSeq 500 | Illumina HiSeq 2000	Different: 2023-03-08T08:34:38.700 | 2023-03-08T08:34:25.240	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_4047	Different: GCA_902374465.1 | GCA_000227255.2	Different: SAMEA5850887 | SAMN02463777	Different: Ralstonia pickettii | Ralstonia sp. 5_2_56FAA	Different: EMG | Broad Institute	Different: Illumina | 454; Illumina	Different: 2019-08-07T10:17:51.506 | 2013-12-18T11:11:38.353	Different: 2019 | 2013	Different: human gut | Missing	Different: not provided | not determined	Different: _NA_ | not determined	Different: _NA_ | Homo sapiens	Different: GCF_902374465.1 | GCF_000227255.2	Same: Yes
SET_4048	Different: GCA_003215075.1 | GCA_902566125.1	Different: SAMN08886384 | SAMEA6076125	Different: Acidimicrobiales bacterium AG-410-K21 | Actinomycetota bacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:16.150 | 2019-10-26T16:11:29.443	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Atlantic Ocean | _NA_	Same: 28-06-2010	Same: _NA_	Different: na | GCF_902566125.1	Different: No | Yes
SET_4049	Different: GCA_019780395.1 | GCA_028745975.1	Different: SAMN14694299 | SAMN32119441	Same: Enterococcus faecium	Different: China Agriculture University | China Agricultural University	Different: Illumina | Illumina NovaSeq	Different: 2020-04-24T23:32:03.457 | 2022-12-08T21:34:04.583	Different: 2020 | 2022	Same: _NA_	Different: China | China: Zhejiang	Different: 01-10-2019 | 11-10-2021	Same: Homo sapiens	Different: GCF_019780395.1 | GCF_028745975.1	Same: Yes
SET_4051	Different: GCA_035395785.1 | GCA_036848415.1	Different: SAMN32865208 | SAMN28751796	Same: Candidatus Cloacimonadota bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:08.460 | 2022-05-30T08:22:22.150	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: Japan	Same: 20-04-2015	Same: _NA_	Same: na	Same: No
