Assembly Accession	Actual Size
GCA_004028165.1	3663152
GCA_003864255.1	3663152
GCA_001788355.1	1216931
GCA_001790045.1	1216931
GCA_001790095.1	1216931
GCA_001790115.1	1216931
GCA_015656135.1	1643254
GCA_904501695.1	1643254
GCA_945827705.1	1957212
GCA_945867495.1	1957212
GCA_902758885.1	1598845
GCA_900319655.1	1598845
GCA_900555035.1	3004760
GCA_902481095.1	3004760
GCA_035396585.1	1367166
GCA_036733325.1	1367166
GCA_017833075.1	4598659
GCA_017833125.1	4598657
GCA_001985145.1	4107481
GCA_001985845.1	4107480
GCA_020178685.1	5738481
GCA_020178705.1	5738481
GCA_020178945.1	5738481
GCA_019163475.1	3973236
GCA_019754015.1	3973236
GCA_035337715.1	3763300
GCA_036746155.1	3763300
GCA_040734645.1	4409638
GCA_040820175.1	4409638
GCA_035326145.1	3342384
GCA_036749335.1	3342384
GCA_009789435.1	3288094
GCA_006506025.1	3288088
GCA_003327525.1	4888909
GCA_020092965.1	4888909
GCA_900314855.1	1829522
GCA_902755185.1	1829522
GCA_020052805.1	3674390
GCA_020059695.1	3674390
GCA_002172195.2	1657217
GCA_002691565.1	1657217
GCA_013296065.1	6139998
GCA_013407405.1	6139998
GCA_000373465.1	7586126
GCA_009865025.1	7586126
GCA_035435445.1	2350580
GCA_036776335.1	2350580
GCA_003149115.1	1941536
GCA_900217925.1	1941536
GCA_002286055.1	4104297
GCA_004636045.1	4104297
GCA_004007275.1	4104296
GCA_014109725.1	5199175
GCA_035974295.1	5199175
GCA_009915225.1	4081557
GCA_963886895.1	4081557
GCA_025422035.1	4718967
GCA_025422065.1	4718967
GCA_028464585.1	4718967
GCA_028464605.1	4718967
GCA_010230515.1	2844782
GCA_010230935.1	2844777
GCA_949516165.1	1993429
GCA_949536865.1	1993429
GCA_001299595.1	1664566
GCA_001299565.1	1664565
GCA_902387385.1	3995023
GCA_003316255.1	3995023
GCA_035393485.1	2800235
GCA_036825315.1	2800235
GCA_004745255.1	5108826
GCA_963883825.1	5108826
GCA_016893765.1	5070624
GCA_016894005.1	5070624
GCA_016893625.1	5070624
GCA_013378295.1	5570080
GCA_013378155.1	5570083
GCA_900763865.1	1057228
GCA_902484515.1	1057228
GCA_036409485.1	2597084
GCA_036409535.1	2597084
GCA_001988355.1	4112694
GCA_001986975.1	4112692
GCA_900770635.1	2261744
GCA_902487525.1	2261744
GCA_014622705.1	3929800
GCA_003612755.1	3929799
GCA_024637955.1	3929796
GCA_035393005.1	3341626
GCA_036769725.1	3341626
GCA_902487545.1	1568287
GCA_900770645.1	1568287
GCA_009915535.1	3838061
GCA_963885735.1	3838061
GCA_013820225.1	4802523
GCA_013820465.1	4802520
GCA_963572385.1	4604420
GCA_963573205.1	4604420
GCA_001895205.1	3670882
GCA_963872005.1	3670882
GCA_003989145.1	4933541
GCA_963880855.1	4933541
GCA_000961275.1	5267404
GCA_000961395.1	5267403
GCA_904502295.1	1518025
GCA_015688795.1	1518025
GCA_022096875.1	2577344
GCA_023270155.1	2577344
GCA_035394585.1	4377795
GCA_036725165.1	4377795
GCA_003606305.1	1935423
GCA_036227545.1	1935423
GCA_002447255.1	4411342
GCA_002447615.1	4411340
GCA_002447895.1	4411338
GCA_002447335.1	4411337
GCA_002447755.1	4411335
GCA_035397525.1	3328135
GCA_036838125.1	3328135
GCA_900555865.1	1270591
GCA_902480355.1	1270591
GCA_902482095.1	1822100
GCA_900553685.1	1822100
GCA_003149065.1	3067561
GCA_900199645.1	3067561
GCA_011774255.1	2574807
GCA_011777145.1	2574807
GCA_009176625.1	3308414
GCA_020735565.1	3308411
GCA_900319105.1	2257794
GCA_902756725.1	2257794
GCA_949529355.1	3658455
GCA_949533995.1	3658455
GCA_900543345.1	2947302
GCA_902480865.1	2947302
GCA_003213595.1	1109701
GCA_902572135.1	1109701
GCA_035404645.1	3570158
GCA_036745615.1	3570158
GCA_018847475.1	2803683
GCA_018847495.1	2803677
GCA_949429645.1	1814618
GCA_949459265.1	1814618
GCA_949461635.1	1814618
GCA_900465165.1	4104282
GCA_004635805.1	4104279
GCA_004009255.1	4104278
GCA_001986255.1	4104277
GCA_001988575.1	4104277
GCA_004009395.1	4104277
GCA_001987415.1	4104275
GCA_019264395.1	5438840
GCA_019295025.1	5438840
GCA_002979755.1	5011784
GCA_037479375.1	5011784
GCA_013415345.1	2084440
GCA_015234645.1	2084440
GCA_026133905.1	5630947
GCA_026199135.1	5630947
GCA_025060415.1	1352365
GCA_033579835.1	1352365
GCA_902755825.1	2957999
GCA_900322015.1	2957999
GCA_035325105.1	4181840
GCA_036796555.1	4181840
GCA_003478935.1	4116467
GCA_902364265.1	4116467
GCA_013042375.1	2760952
GCA_018676975.1	2760952
GCA_035393245.1	804472
GCA_036834465.1	804472
GCA_001243045.1	2542842
GCA_902375535.1	2542842
GCA_030385805.1	3873739
GCA_026736615.1	3873739
GCA_011774245.1	4761534
GCA_011777125.1	4761534
GCA_000819705.1	4692336
GCA_963866635.1	4692336
GCA_001664145.1	6274507
GCA_001664305.1	6274511
GCA_900545335.1	1874959
GCA_905187975.1	1874959
GCA_013415425.1	1562805
GCA_015234725.1	1562805
GCA_019126815.1	2350145
GCA_019126995.1	2350145
GCA_002165895.1	1891545
GCA_902387015.1	1891545
GCA_035394425.1	1583183
GCA_036805605.1	1583183
GCA_040366825.1	2233504
GCA_900087715.2	2233504
GCA_004847885.1	4808492
GCA_004847525.1	4808485
GCA_900769285.1	3662993
GCA_902486835.1	3662993
GCA_020735785.1	3168227
GCA_002208725.2	3168230
GCA_900552685.1	1127007
GCA_902467575.1	1127007
GCA_900324455.1	4092644
GCA_900324445.1	4092641
GCA_003282895.1	1003629
GCA_902515655.1	1003629
GCA_900774035.1	2103350
GCA_901764975.1	2103350
GCA_949429805.1	2785010
GCA_949461775.1	2785010
GCA_949462265.1	2785010
GCA_009733625.1	5338109
GCA_009733635.1	5338109
GCA_001127065.1	4663249
GCA_902387525.1	4663249
GCA_023806145.1	6892607
GCA_023806385.1	6892607
GCA_024179135.1	6892607
GCA_949540545.1	1655375
GCA_949544735.1	1655375
GCA_000171815.1	4255798
GCA_963860445.1	4255798
GCA_949529255.1	1711487
GCA_949541645.1	1711487
GCA_902487135.1	1986649
GCA_900769945.1	1986649
GCA_004324335.1	1481639
GCA_009362715.1	1481639
GCA_016813075.1	4034374
GCA_016813315.1	4034374
GCA_035397105.1	2180832
GCA_036733385.1	2180832
GCA_900770195.1	2191682
GCA_902487245.1	2191682
GCA_000167195.1	6238156
GCA_963860105.1	6238156
GCA_900313525.1	2208778
GCA_902756535.1	2208778
GCA_026204185.1	2646074
GCA_040493495.1	2646074
GCA_017923375.1	6868919
GCA_017927795.1	6868917
GCA_001655635.1	5684538
GCA_963870815.1	5684538
GCA_023534295.1	4892128
GCA_023534985.1	4892128
GCA_036998705.1	5944698
GCA_026162105.1	5944698
GCA_008802515.1	7121352
GCA_026127065.1	7121352
GCA_003354705.1	2911744
GCA_003354765.1	2911744
GCA_000213555.1	5176087
GCA_902374305.1	5176087
GCA_900550195.1	2151937
GCA_902481275.1	2151937
GCA_021327735.1	2844672
GCA_040529665.1	2844672
GCA_902755935.1	1652285
GCA_900319675.1	1652285
GCA_035327025.1	4383571
GCA_036735905.1	4383571
GCA_900322115.1	3037074
GCA_902757825.1	3037074
GCA_036999085.1	5719400
GCA_026161745.1	5719400
GCA_020406595.1	4947480
GCA_022507245.1	4947480
GCA_036999525.1	5575645
GCA_026164165.1	5575645
GCA_902373925.1	3242215
GCA_000155875.1	3242215
GCA_004008915.1	4112103
GCA_022409195.1	4112099
GCA_002913075.1	1890917
GCA_002913575.1	1890917
GCA_019294705.1	2754971
GCA_019294875.1	2754971
GCA_025457605.1	3685742
GCA_025457585.1	3685742
GCA_030550565.1	3518073
GCA_032161045.1	3518073
GCA_902804015.1	1974304
GCA_900313925.1	1974304
GCA_902373775.1	4610361
GCA_000154865.1	4610361
GCA_016728895.1	4705940
GCA_963891645.1	4705940
GCA_008802675.1	6686897
GCA_026126765.1	6686897
GCA_900319965.1	1254643
GCA_902757585.1	1254643
GCA_900706815.1	3345846
GCA_963900275.1	3345846
GCA_019285135.1	5540574
GCA_019285175.1	5540574
GCA_019285415.1	5540574
GCA_019284955.1	5540574
GCA_019285195.1	5540574
GCA_019285295.1	5540574
GCA_019285455.1	5540574
GCA_019294485.1	5540574
GCA_019285355.1	5540574
GCA_019285235.1	5540574
GCA_019285035.1	5540574
GCA_019284675.1	5540574
GCA_019285255.1	5540574
GCA_003049945.1	5451996
GCA_963878055.1	5451996
GCA_000009085.1	1641481
GCA_000830865.1	1641482
GCA_000304375.1	1641481
GCA_000830775.1	1641481
GCA_000830805.1	1641480
GCA_035435125.1	2308883
GCA_036817665.1	2308883
GCA_038377085.1	2999969
GCA_002527815.1	2999974
GCA_900557135.1	2833891
GCA_902482295.1	2833891
GCA_945864165.1	1631185
GCA_945829865.1	1631185
GCA_002741955.1	2880497
GCA_002982755.1	2880497
GCA_902170465.1	4119151
GCA_963900795.1	4119151
GCA_949546955.1	2164121
GCA_949552225.1	2164121
GCA_900771325.1	2426387
GCA_902487775.1	2426387
GCA_002884975.1	2902150
GCA_902387265.1	2902150
GCA_011774145.1	3464318
GCA_011777365.1	3464318
GCA_004366895.1	4998395
GCA_004367295.1	4998395
GCA_023806725.1	3441594
GCA_030549385.1	3441594
GCA_035392665.1	2286683
GCA_036787485.1	2286683
GCA_035397065.1	1750574
GCA_036825375.1	1750574
GCA_035426885.1	2164717
GCA_036833695.1	2164717
GCA_006243335.1	4715031
GCA_963883605.1	4715031
GCA_000499785.1	5025334
GCA_902375225.1	5025334
GCA_000813285.1	1137653
GCA_004194495.1	1137653
GCA_041902405.1	2868882
GCA_041902415.1	2868882
GCA_016342545.1	4951662
GCA_016838895.1	4951662
GCA_035326165.1	2665154
GCA_036789055.1	2665154
GCA_002162215.1	2183505
GCA_008085715.1	2183498
GCA_900320695.1	2762086
GCA_902757225.1	2762086
GCA_002040735.1	4700138
GCA_002077015.1	4700138
GCA_014854755.1	5032443
GCA_014854775.1	5032438
GCA_036865935.1	4610698
GCA_036865965.1	4610698
GCA_036865975.1	4610696
GCA_033657795.1	2346649
GCA_033659485.1	2346649
GCA_036846985.1	4005587
GCA_035394625.1	4005587
GCA_024160185.1	3250480
GCA_024721265.1	3250480
GCA_025060535.1	1909702
GCA_033579635.1	1909702
GCA_019264905.1	5047093
GCA_019264925.1	5047093
GCA_019264965.1	5047093
GCA_016657285.1	5047093
GCA_019264985.1	5047093
GCA_003459085.1	3744856
GCA_902364195.1	3744856
GCA_900314865.1	1365086
GCA_902757615.1	1365086
GCA_001855565.1	4010194
GCA_963869205.1	4010194
GCA_900547645.1	1597931
GCA_902483295.1	1597931
GCA_036999245.1	5863772
GCA_026161945.1	5863772
GCA_000009505.1	4685848
GCA_000623455.2	4685849
GCA_000623715.2	4685849
GCA_000624055.2	4685849
GCA_000626695.2	4685849
GCA_000623095.2	4685848
GCA_000623115.2	4685848
GCA_000623135.2	4685848
GCA_000623395.2	4685848
GCA_000623615.2	4685848
GCA_000623675.2	4685848
GCA_000623735.2	4685848
GCA_000624175.2	4685848
GCA_000626095.2	4685848
GCA_000623475.2	4685847
GCA_000623655.2	4685847
GCA_000625735.2	4685849
GCA_000625775.2	4685848
GCA_000623435.2	4685848
GCA_000624595.2	4685848
GCA_000625155.2	4685848
GCA_000625895.2	4685847
GCA_000624855.2	4685847
GCA_000624875.2	4685847
GCA_000625255.2	4685847
GCA_000625715.2	4685847
GCA_000625755.2	4685846
GCA_000624335.2	4685846
GCA_000625095.2	4685847
GCA_000626015.2	4685849
GCA_000625675.2	4685846
GCA_000625815.2	4685848
GCA_000626055.2	4685847
GCA_000624975.2	4685847
GCA_000625135.2	4685848
GCA_000625435.2	4685847
GCA_000623595.2	4685848
GCA_000625115.2	4685848
GCA_000623635.2	4685848
GCA_000624155.2	4685848
GCA_000623075.2	4685848
GCA_000624355.2	4685848
GCA_000624315.2	4685847
GCA_000831025.2	4685849
GCA_000624255.2	4685849
GCA_000623555.2	4685848
GCA_000624075.2	4685848
GCA_000624455.2	4685846
GCA_000625835.2	4685846
GCA_000626075.2	4685849
GCA_000623795.2	4685850
GCA_000626395.2	4685849
GCA_000623775.2	4685850
GCA_000624435.2	4685849
GCA_000623175.2	4685848
GCA_000831045.2	4685849
GCA_000623695.2	4685849
GCA_000624575.2	4685847
GCA_000625875.2	4685848
GCA_000623255.2	4685846
GCA_000623575.2	4685847
GCA_900771185.1	1930821
GCA_902487785.1	1930821
GCA_902757865.1	2898428
GCA_900317765.1	2898428
GCA_026648315.1	2369174
GCA_026648235.1	2369172
GCA_026648415.1	2369170
GCA_001969165.3	2369167
GCA_009816595.1	1788643
GCA_009816735.1	1788636
GCA_009816785.1	1788636
GCA_009816795.1	1788641
GCA_009817835.1	1788638
GCA_009817985.1	1788638
GCA_009818175.1	1788638
GCA_009818845.1	1788637
GCA_009818955.1	1788638
GCA_023267915.1	1088694
GCA_023268265.1	1088694
GCA_022096945.1	2222536
GCA_023137225.1	2222536
GCA_003471685.1	3499862
GCA_902364665.1	3499862
GCA_902362805.1	4295701
GCA_900066695.1	4295701
GCA_005844895.1	6937307
GCA_015549065.1	6937307
GCA_041781785.1	3187238
GCA_041791645.1	3187238
GCA_041795475.1	3187238
GCA_905195045.1	1720271
GCA_900539595.1	1720271
GCA_001774675.1	1089434
GCA_001774685.1	1089434
GCA_001776255.1	1089434
GCA_001774635.1	1089434
GCA_002447635.1	4411321
GCA_002447195.1	4411318
GCA_002448055.1	4411316
GCA_002447055.1	4411315
GCA_002447855.1	4411315
GCA_003283845.1	1279634
GCA_902513425.1	1279634
GCA_022870085.1	6813185
GCA_001457475.1	6813182
GCA_013004025.1	3732597
GCA_013009075.1	3732597
GCA_003437535.1	3968058
GCA_902399885.1	3968058
GCA_002777015.1	1042578
GCA_002776995.1	1042577
GCA_002776975.1	1042575
GCA_033355295.1	4809930
GCA_033355435.1	4809930
GCA_033355515.1	4809930
GCA_002192565.1	1040250
GCA_002192635.1	1040250
GCA_006508345.1	1040254
GCA_006508195.1	1040253
GCA_006508265.1	1040253
GCA_006508285.1	1040253
GCA_006508295.1	1040253
GCA_006508325.1	1040253
GCA_001683215.1	5227094
GCA_001683065.1	5227092
GCA_001683235.1	5227091
GCA_001683275.1	5227090
GCA_003384225.1	2536713
GCA_005937375.1	2536713
GCA_900317745.1	2599311
GCA_902756845.1	2599311
GCA_003215085.1	1328596
GCA_902565885.1	1328596
GCA_902755805.1	2542207
GCA_900319745.1	2542207
GCA_033954915.1	2803313
GCA_003667965.1	2803306
GCA_003712755.1	3133908
GCA_005864195.1	3133908
GCA_900542425.1	1834398
GCA_902482235.1	1834398
GCA_009916045.1	4001187
GCA_963895565.1	4001187
GCA_904502185.1	2174770
GCA_015656475.1	2174770
GCA_000009045.1	4215606
GCA_964017255.1	4215606
GCA_000344745.1	4215610
GCA_013388335.1	4215613
GCA_034377505.1	4215606
GCA_964019285.1	4215606
GCA_000162235.2	2268272
GCA_902381645.1	2268272
GCA_900770115.1	2097868
GCA_902487315.1	2097868
GCA_015552475.1	4161664
GCA_028327875.1	4161664
GCA_035397445.1	3195047
GCA_036795455.1	3195047
GCA_904501625.1	1491415
GCA_015657355.1	1491415
GCA_023534645.1	4913763
GCA_023535385.1	4913763
GCA_016923815.1	4720504
GCA_016923875.1	4720504
GCA_004154565.1	1919213
GCA_004154475.1	1919208
GCA_016907185.1	4502610
GCA_017832185.1	4502611
GCA_003830815.1	4799636
GCA_003831055.1	4799636
GCA_900321875.1	1866799
GCA_902759305.1	1866799
GCA_949533655.1	1176291
GCA_949544765.1	1176291
GCA_030024325.1	5034484
GCA_030024805.1	5034484
GCA_900770845.1	2890083
GCA_902487645.1	2890083
GCA_035325145.1	2947486
GCA_036822295.1	2947486
GCA_020992155.1	4037867
GCA_020992135.1	4037870
GCA_025054515.1	1544944
GCA_033583485.1	1544944
GCA_900764685.1	1648873
GCA_902484735.1	1648873
GCA_004113325.1	4377760
GCA_004104605.1	4377762
GCA_032599045.1	1139502
GCA_029958465.3	1139496
GCA_001243975.1	2134779
GCA_902386685.1	2134779
GCA_000612625.1	4762944
GCA_902375305.1	4762944
GCA_026133695.1	5653206
GCA_026199025.1	5653206
GCA_008370335.1	4866148
GCA_963887105.1	4866148
GCA_035066015.1	2135331
GCA_035065445.1	2135331
GCA_900143495.1	3162488
GCA_900148675.1	3162488
GCA_009816395.1	1788325
GCA_009818065.1	1788325
GCA_009818815.1	1788322
GCA_036759145.1	3298773
GCA_035397145.1	3298773
GCA_902364395.1	3107801
GCA_003477605.1	3107801
GCA_004570615.1	2919115
GCA_015235255.1	2919115
GCA_025421975.1	4795665
GCA_028464515.1	4795665
GCA_002752995.1	5519452
GCA_002753355.1	5519452
GCA_019329525.1	2726253
GCA_019329705.1	2726249
GCA_019329685.1	2726248
GCA_019330205.1	2726247
GCA_900765785.1	6569749
GCA_902484955.1	6569749
GCA_036778115.1	5067057
GCA_035329465.1	5067057
GCA_900764755.1	2549294
GCA_902484825.1	2549294
GCA_900556005.1	2466950
GCA_902482755.1	2466950
GCA_021197295.1	2911485
GCA_021197605.1	2911479
GCA_949512985.1	3898891
GCA_949542225.1	3898891
GCA_036791345.1	3604476
GCA_035426845.1	3604476
GCA_007974375.1	2591551
GCA_007976905.1	2591548
GCA_035404285.1	3340091
GCA_036795295.1	3340091
GCA_013179805.1	7545152
GCA_963889565.1	7545152
GCA_035398885.1	2441395
GCA_036817705.1	2441395
GCA_900552035.1	1808130
GCA_902481965.1	1808130
GCA_902387695.1	3749229
GCA_000155835.1	3749229
GCA_034718845.1	2805191
GCA_034718835.1	2805191
GCA_902386575.1	3001027
GCA_001013375.1	3001027
GCA_900550365.1	2502849
GCA_902480325.1	2502849
GCA_035435745.1	2375866
GCA_036830015.1	2375866
GCA_003858915.1	5682587
GCA_009823005.1	5682587
GCA_902485655.1	2699357
GCA_900766835.1	2699357
GCA_041765045.1	2942411
GCA_041765055.1	2942411
GCA_041765525.1	2942411
GCA_041765545.1	2942411
GCA_041765555.1	2942410
GCA_001857455.1	3998588
GCA_963871435.1	3998588
GCA_019492325.1	4912376
GCA_020148225.1	4912376
GCA_019927345.1	5704282
GCA_023893955.1	5704282
GCA_035398025.1	3467498
GCA_036845965.1	3467498
GCA_035397385.1	2802853
GCA_036733405.1	2802853
GCA_033658025.1	2645579
GCA_033659845.1	2645579
GCA_948939445.1	2005174
GCA_949035405.1	2005174
GCA_949497285.1	2419778
GCA_949553015.1	2419778
GCA_006364215.1	1268083
GCA_006364175.1	1268081
GCA_006364155.1	1268077
GCA_900543435.1	2308820
GCA_902481065.1	2308820
GCA_900313685.1	2047922
GCA_902757395.1	2047922
GCA_900317195.1	3208759
GCA_902758445.1	3208759
GCA_025567495.1	2965035
GCA_900066635.1	2965035
GCA_033659145.1	2733997
GCA_033659545.1	2733997
GCA_003710545.1	2777479
GCA_003710575.1	2777479
GCA_025567045.1	3354558
GCA_902363425.1	3354558
GCA_002090275.1	816404
GCA_001272735.1	816404
GCA_001272795.1	816404
GCA_902759975.1	1200500
GCA_900320425.1	1200500
GCA_949534025.1	1270467
GCA_949540565.1	1270467
GCA_030930795.1	9330173
GCA_030511745.1	9330173
GCA_900547055.1	5077023
GCA_902481075.1	5077023
GCA_013618475.1	5126128
GCA_013185225.1	5126128
GCA_003431425.1	4108173
GCA_900492145.1	4108173
GCA_035337895.1	2394785
GCA_036770405.1	2394785
GCA_035397285.1	3442141
GCA_036807865.1	3442141
GCA_902384055.1	1729275
GCA_000151225.1	1729275
GCA_900548185.1	2438738
GCA_902482995.1	2438738
GCA_900546365.1	2001061
GCA_902483475.1	2001061
GCA_011765325.1	4626674
GCA_963887555.1	4626674
GCA_016902895.1	4577355
GCA_016902755.1	4577355
GCA_004345545.1	5774088
GCA_963880925.1	5774088
GCA_035395545.1	2538626
GCA_036840115.1	2538626
GCA_902485725.1	2824109
GCA_900766825.1	2824109
GCA_015656525.1	1551350
GCA_904502075.1	1551350
GCA_000741205.1	2004594
GCA_902375315.1	2004594
GCA_945829715.1	2371833
GCA_945868495.1	2371833
GCA_005518305.1	4732379
GCA_005518575.1	4732379
GCA_005519605.1	4732379
GCA_902385375.1	3656239
GCA_003481835.1	3656239
GCA_902758065.1	1888609
GCA_900319615.1	1888609
GCA_000162215.1	4487454
GCA_902374035.1	4487454
GCA_036818165.1	1464450
GCA_035435235.1	1464450
GCA_032193335.1	5514070
GCA_033900345.1	5514070
GCA_003278165.1	1079061
GCA_902554465.1	1079061
GCA_900539675.1	1845572
GCA_902481505.1	1845572
GCA_002859805.1	4103205
GCA_001986795.1	4103204
GCA_002286095.1	4103196
GCA_949496575.1	1106213
GCA_949544245.1	1106213
GCA_034651345.1	4924847
GCA_036039535.1	4924847
GCA_001655335.1	1050521
GCA_000348825.1	1050524
GCA_003144435.1	3889672
GCA_003336825.1	3889672
GCA_900321685.1	2036587
GCA_902757215.1	2036587
GCA_003966255.1	4608128
GCA_005280205.1	4608128
GCA_015558905.1	6439365
GCA_039761195.1	6439365
GCA_014595955.1	6106750
GCA_018310375.1	6106750
GCA_036749175.1	4190911
GCA_035337655.1	4190911
GCA_025062155.1	2483162
GCA_033580095.1	2483162
GCA_010119635.1	5501022
GCA_963888705.1	5501022
GCA_003672655.1	1460542
GCA_013331165.1	1460542
GCA_035435705.1	3434367
GCA_036780385.1	3434367
GCA_021328015.1	2817833
GCA_040529575.1	2817833
GCA_004570595.1	3945692
GCA_015235315.1	3945692
GCA_002326895.1	5385209
GCA_002327035.1	5385209
GCA_900128805.1	3324337
GCA_900143445.1	3324337
GCA_900148585.1	3324337
GCA_022206215.1	3162419
GCA_927797885.1	3162419
GCA_004959805.1	2228888
GCA_005047625.1	2228888
GCA_900320345.1	2691456
GCA_902755755.1	2691456
GCA_948688705.1	1847944
GCA_949003255.1	1847944
GCA_902758225.1	2823487
GCA_900321925.1	2823487
GCA_025061005.1	5628604
GCA_025061695.1	5628604
GCA_902488285.1	1891122
GCA_900772675.1	1891122
GCA_009915835.1	3613318
GCA_963896325.1	3613318
GCA_900769765.1	1756049
GCA_902487105.1	1756049
GCA_902165165.1	5044424
GCA_000352225.1	5044424
GCA_004570605.1	2027228
GCA_015235235.1	2027228
GCA_013693995.1	4687682
GCA_016106105.1	4687682
GCA_003255855.1	6802552
GCA_902386945.1	6802552
GCA_013378465.1	4484859
GCA_020093105.1	4484859
GCA_029201365.1	1139545
GCA_029201325.1	1139545
GCA_029201385.1	1139545
GCA_029201345.1	1139546
GCA_029958585.3	1139545
GCA_035396005.1	809782
GCA_036840945.1	809782
GCA_013112545.1	3265803
GCA_016743435.1	3265803
GCA_902758645.1	2394588
GCA_900316965.1	2394588
GCA_002447435.1	4411230
GCA_002447955.1	4411229
GCA_002179845.1	5983599
GCA_013317215.1	5983599
GCA_009626395.1	4773903
GCA_002859965.1	4773902
GCA_009626235.1	4773902
GCA_004008155.1	4773899
GCA_003186225.1	4773898
GCA_004634505.1	4773898
GCA_003186265.1	4773897
GCA_004008035.1	4773897
GCA_008921735.1	2951728
GCA_008921925.1	2951728
GCA_018679895.1	2618995
GCA_013043175.1	2618995
GCA_018588865.1	2803845
GCA_018682395.1	2803845
GCA_035435425.1	3827570
GCA_036776475.1	3827570
GCA_028322955.1	2785666
GCA_039757735.1	2785666
GCA_000309785.1	3075253
GCA_012931965.1	3075253
GCA_011771205.1	1429657
GCA_011773615.1	1429657
GCA_025060595.1	1859869
GCA_033579795.1	1859869
GCA_900045405.1	4911287
GCA_900036295.1	4911290
GCA_035396625.1	1725119
GCA_036731505.1	1725119
GCA_030504515.1	5132073
GCA_030504535.1	5132073
GCA_022645045.1	1531468
GCA_022646665.1	1531468
GCA_035396125.1	453127
GCA_036787595.1	453127
GCA_023612715.1	3804070
GCA_023612655.1	3804067
GCA_023612775.1	3804066
GCA_000754915.1	4612357
GCA_963864605.1	4612357
GCA_000016525.1	1853160
GCA_028743435.1	1853160
GCA_000299555.2	3755709
GCA_013307105.1	3755707
GCA_018448905.1	5046526
GCA_963892655.1	5046526
GCA_900048895.1	3671597
GCA_902375885.1	3671597
GCA_001377275.1	4362916
GCA_001322005.1	4362920
GCA_015656705.1	2474372
GCA_904502195.1	2474372
GCA_949517885.1	2515400
GCA_949541235.1	2515400
GCA_002201475.1	3802913
GCA_016697365.1	3802913
GCA_030144425.1	5175554
GCA_030144485.1	5175554
GCA_030144445.1	5175554
GCA_030144585.1	5175554
GCA_030144405.1	5175554
GCA_030144465.1	5175554
GCA_030144605.1	5175554
GCA_030144565.1	5175554
GCA_030144505.1	5175554
GCA_030144545.1	5175554
GCA_030144525.1	5175554
GCA_030144625.1	5175554
GCA_029774335.1	4093105
GCA_029774355.1	4093107
GCA_025558325.1	2520325
GCA_025558345.1	2520333
GCA_004569405.1	2606596
GCA_015235335.1	2606596
GCA_001486585.1	5059704
GCA_902375865.1	5059704
GCA_030757075.1	1611679
GCA_030757235.1	1611680
GCA_000373305.1	7805445
GCA_009862145.1	7805445
GCA_003209935.1	963515
GCA_902580285.1	963515
GCA_004847345.1	4808497
GCA_000698515.2	4808497
GCA_004848545.1	4808496
GCA_035435485.1	3899288
GCA_036806805.1	3899288
GCA_003859015.1	5660541
GCA_009823195.1	5660541
GCA_003279705.1	1122794
GCA_902557245.1	1122794
GCA_018798985.1	3406079
GCA_018799005.1	3406079
GCA_001457455.1	2463666
GCA_902809765.1	2463666
GCA_035393285.1	1461681
GCA_036845745.1	1461681
GCA_035329435.1	3189656
GCA_036771005.1	3189656
GCA_020673785.1	5255644
GCA_020673815.1	5255644
GCA_020675995.1	5255644
GCA_003212795.1	1444043
GCA_902586185.1	1444043
GCA_900316835.1	2837237
GCA_902755475.1	2837237
GCA_011174915.1	5247404
GCA_963887965.1	5247404
GCA_033658965.1	2305330
GCA_033659205.1	2305330
GCA_006368005.1	3961167
GCA_026805265.1	3961167
GCA_000006945.2	4951383
GCA_018326605.1	4951383
GCA_003570985.1	1936323
GCA_003170535.1	1936323
GCA_020990525.1	2824929
GCA_020990785.1	2824928
GCA_003213455.1	687513
GCA_902575035.1	687513
GCA_020881345.1	4702476
GCA_963895965.1	4702476
GCA_902485775.1	1567717
GCA_900766895.1	1567717
GCA_035441705.1	1423914
GCA_036736615.1	1423914
GCA_003282965.1	955892
GCA_902515515.1	955892
GCA_041714675.1	2730436
GCA_041733725.1	2730436
GCA_948759555.1	1962659
GCA_948972985.1	1962659
GCA_002005125.1	7139722
GCA_005930655.1	7139722
GCA_013377595.2	5234651
GCA_013377665.2	5234651
GCA_024499135.1	3929763
GCA_002192235.1	3929760
GCA_009814915.1	1788505
GCA_009817695.1	1788508
GCA_009818415.1	1788509
GCA_009819095.1	1788514
GCA_001044025.1	2846068
GCA_001656845.1	2846072
GCA_900557345.1	2102749
GCA_902479825.1	2102749
GCA_035394065.1	2326879
GCA_036821265.1	2326879
GCA_035427165.1	3346261
GCA_036769305.1	3346261
GCA_023715385.1	5858058
GCA_023714245.1	5858058
GCA_005845315.1	4471231
GCA_040244365.1	4471231
GCA_905199045.1	1574971
GCA_900548005.1	1574971
GCA_000662395.1	5559014
GCA_000520055.1	5559008
GCA_031583375.1	2645741
GCA_031583335.1	2645738
GCA_015554265.1	2169011
GCA_039760095.1	2169011
GCA_900551375.1	1254341
GCA_902479375.1	1254341
GCA_000373665.1	8646873
GCA_009864915.1	8646873
GCA_035396225.1	2485660
GCA_036827885.1	2485660
GCA_900313565.1	2056896
GCA_902757905.1	2056896
GCA_005845055.1	1962913
GCA_015556715.1	1962913
GCA_009765585.1	4876886
GCA_009767695.1	4876886
GCA_026128215.1	5633298
GCA_026198035.1	5633298
